Flight date,Arrival date,Flight number,Day of week,Origin,Destination,Aircraft fleet type,Tail number,PAF,Adjusted PAF,Block time scheduled,Block time planned,Block time actual,Enroute time planned,Enroute time actual,Taxi out time scheduled,Taxi out time planned,Taxi out time actual,Taxi out actual (lbs),Taxi in time scheduled,Taxi in time planned,Taxi in time actual,Arrival time planned,Additional fuel (lbs),Additional fuel (mins),Total fuel planned,Total fuel actual,Converted to Gallons,Take off fuel,Enroute fuel planned,Enroute fuel actual,Arrival fuel planned,Arrival fuel actual,Alternate planned,checAlternate actual,Alternate fuel (min),Alternate fuel (lbs),Alternate distance,Payload weight forecast,Payload weight planned,Payload weight actual,Takeoff weight planned,Takeoff weight actual,Contingency fuel (lbs),Contingency fuel (min),Extra fuel (lbs),Dispatcher remarks,Contingency fuel %,Additional Fuel Actual (lbs),Additional Fuel Actual (min),Extra fuel actual (lbs),Extra fuel reason taxi,Extra fuel reason previous fuel on board,Extra fuel reason delays,Extra fuel reason tankering,Extra fuel reason operational needs,Extra fuel other reason,Fuel impact of adding 5000,Fuel impact of reducing 5000,Payload expected en-route fuel,Enroute Weather Indicator,Turnover Notes,Metar Value,Low Visibility Indicator,Carbon
11/8/2021,11/9/2021,UPS2914,Monday,SDF,ONT,B767-300,N372UP,93,93,251,260,259,238,238,12,14,14,400,6,8,7,000000Z,4300,30,60000,60300,30150,59900,44200,45000,14500,14900,KLAX,None,18,3200,64,86000,92000,95900,329900,333900,0,0,0,15 MINS ADDTL FOR ENROUTE WEATHER / ATC,0,488,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,44512,TRUE,null,null,FALSE,21.105
11/9/2021,11/9/2021,UPS1900,Tuesday,SDF,ONT,B757-200RR,N468UP,99,99,257,267,260,247,247,12,12,9,500,7,8,4,152200Z,3700,35,43300,43400,21700,42900,31400,30000,11300,12900,KLAX,None,19,2600,64,43000,50000,36600,207900,194500,0,0,0,20 MINS ADDTL FUEL FOR LOW CIGS,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,30060,FALSE,null,null,FALSE,21.105
11/9/2021,11/9/2021,UPS2908,Tuesday,SDF,ONT,MD11-PW,N290UP,85,85,256,253,244,233,223,15,12,15,1600,8,8,6,235400Z,9000,40,83100,83400,41700,81800,62300,62600,19000,19200,0,None,0,0,0,106000,110000,96900,452800,440000,0,0,0,ADDTL FUEL FOR LIGHT AIRCRAFT,0,1610,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,60990,FALSE,null,null,FALSE,21.105
11/11/2021,11/11/2021,UPS0916,Thursday,SDF,ONT,MD11-GE,N252UP,92,92,255,248,245,228,230,13,12,8,1800,8,8,7,114800Z,6200,30,79600,79600,39800,77800,58500,56000,19300,21800,0,None,0,0,0,94000,105000,100400,440100,436500,0,0,3600,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1100,-500,58040,FALSE,null,null,FALSE,21.105
11/11/2021,11/11/2021,UPS0918,Thursday,SDF,ONT,B767-300,N373UP,105,105,257,257,257,235,234,13,14,16,0,8,8,7,125900Z,8500,60,58100,57800,28900,57800,41100,41400,15800,16400,0,None,0,0,0,93000,95000,96000,330700,330700,0,0,0,30 MINS ADDL FUEL FOR POTENTIAL ARRIVAL DELAYS DUE TO POTENTIAL WINDSHEAR KONT ... ATC,0,220,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,41180,FALSE,null,null,FALSE,21.105
11/12/2021,11/12/2021,UPS0916,Friday,SDF,ONT,MD11-GE,N252UP,88,88,255,252,249,232,228,13,12,16,1600,8,8,5,114400Z,6200,30,77600,77800,38900,76200,57500,57800,18400,18400,0,None,0,0,0,100000,105000,92600,438200,426600,0,0,2700,MEL: 32-46-1-0-1 EXTRA FUEL - MIN FOD,0,1540,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,600,-500,56260,FALSE,null,null,FALSE,21.105
11/12/2021,11/12/2021,UPS0918,Friday,SDF,ONT,B767-300W,N316UP,78,78,257,256,250,234,234,13,14,13,600,8,8,3,125400Z,4600,33,52600,52600,26300,52000,39900,39400,11500,12600,0,None,0,0,0,98000,101000,91500,333300,323800,0,0,0,3 MINS ADDL FUEL FOR FUEL ANALYTICS,0,260,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,39140,FALSE,null,null,FALSE,21.105
11/5/2021,11/5/2021,UPS0916,Friday,SDF,ONT,MD11-PW,N284UP,83,83,244,238,243,218,220,14,12,15,1600,7,8,8,103500Z,6600,30,80000,80600,40300,79000,60000,54800,18400,24200,0,None,0,0,0,93000,105000,95100,442300,432800,0,0,1800,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,59208,FALSE,null,null,FALSE,21.105
11/5/2021,11/5/2021,UPS0918,Friday,SDF,ONT,B767-300W,N318UP,78,78,244,252,242,230,222,12,14,12,500,7,8,8,115000Z,4700,33,52600,52400,26200,51900,39500,37800,11800,14100,0,None,0,0,0,95000,110000,79100,342100,312000,0,0,0,3 MINS ADDL FUEL FOR FUEL ANALYTICS MEL 78-31-1 ... CAT III DEGRADED,0,772,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,37028,FALSE,null,null,FALSE,21.105
11/7/2021,11/7/2021,UPS0900,Sunday,SDF,ONT,B747-400F,N574UP,80,80,236,253,243,221,226,12,24,7,2900,8,8,10,223500Z,9200,35,101100,101400,50700,98500,74900,70800,22200,27700,0,None,0,0,0,141000,141000,127100,590400,577000,0,0,0,5 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,73788,FALSE,null,null,FALSE,21.105
11/7/2021,11/8/2021,UPS0916,Sunday,SDF,ONT,B767-300W,N360UP,97,97,257,261,248,239,232,13,14,10,200,8,8,6,014500Z,4100,30,55400,55200,27600,55000,39800,36200,14300,18800,KLAX,None,18,3200,64,85000,88000,44400,324300,281000,0,0,400,ADDITIONAL FUEL FOR PAF TARGET EXTRA FUEL FOR TAXI DELAYS,0,760,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,35440,FALSE,null,null,FALSE,21.105
11/7/2021,11/8/2021,UPS0918,Sunday,SDF,ONT,A300-600R,N140UP,75,75,252,247,243,227,231,10,12,7,800,6,8,5,003000Z,4800,30,63200,64000,32000,63200,49100,48200,12700,15000,0,None,0,0,0,85000,89000,84700,331400,327900,0,0,0,FLIGHT PLANNED USING U3W DATABASE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,48584,FALSE,null,null,FALSE,21.105
11/9/2021,11/9/2021,UPS0916,Tuesday,SDF,ONT,B747-400F,N582UP,113,113,236,253,236,221,222,12,24,7,200,8,8,7,122900Z,7900,30,120900,120300,60150,120100,81900,80400,35000,39700,KLAS,None,38,13900,234,126000,130000,108300,600200,577600,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-300,80598,FALSE,null,null,FALSE,21.105
11/9/2021,11/9/2021,UPS0918,Tuesday,SDF,ONT,B767-300W,N346UP,79,79,257,262,256,240,229,13,14,19,400,8,8,8,131200Z,2100,15,56600,56700,28350,56300,43000,42600,12300,13700,KLAX,None,19,3300,64,94000,97000,82700,334700,320400,0,0,0,0,0,744,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,41856,FALSE,null,null,FALSE,21.105
11/10/2021,11/10/2021,UPS0914,Wednesday,SDF,ONT,A300-600R,N128UP,144,144,254,245,257,225,236,13,12,17,1100,5,8,4,130000Z,9400,60,76800,76900,38450,75800,49500,50800,25900,25000,KLAS,None,39,8200,234,86000,84000,83900,339700,338200,0,0,0,PLEASE CALL DISPATCH FOR BRIEFING FLIGHT PLANNED USING U3W DATABASE 45 MINS ADDL FUEL FOR POTENTIAL CONTINGENCY FUEL PURPOSES,0,1310,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,49490,FALSE,null,null,FALSE,21.105
11/10/2021,11/10/2021,UPS0916,Wednesday,SDF,ONT,MD11-GE,N252UP,127,127,255,241,241,221,221,13,12,14,1000,8,8,6,114600Z,8600,40,94200,94800,47400,93800,62400,57600,30100,36200,KLAS,None,42,11000,234,109000,111000,100000,460800,450900,0,0,0,10 MIN ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,61520,FALSE,null,null,FALSE,21.105
11/10/2021,11/10/2021,UPS0918,Wednesday,SDF,ONT,B767-300W,N313UP,106,106,257,262,256,240,231,13,14,15,400,8,8,10,125600Z,2600,18,59300,59400,29700,59000,40800,41700,17200,17300,KLAS,None,43,7900,234,93000,96000,98200,334600,336300,0,0,0,3 MINS ADDL FUEL FOR FUEL ANALYTICS,0,680,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,41020,FALSE,null,null,FALSE,21.105
11/6/2021,11/6/2021,UPS0908,Saturday,SDF,ONT,MD11-PW,N275UP,152,152,244,244,241,224,216,14,12,8,1000,7,8,17,111300Z,9800,45,96800,98000,49000,97000,59200,56600,35900,40400,KPHX,None,49,13100,307,92000,92000,82100,446800,438000,0,0,2700,15 MINS ADDTL FUEL FOR POSS DEST AREA WX EXTRA FUEL - MIN FUEL AT DEST,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,58408,FALSE,null,null,FALSE,21.105
11/6/2021,11/6/2021,UPS0920,Saturday,SDF,ONT,B767-300W,N348UP,121,121,244,256,247,234,226,12,14,11,200,7,8,10,124700Z,3500,25,60100,60200,30100,60000,39800,39400,19100,20600,KPHX,None,51,9100,307,82000,82000,72800,323300,314300,0,0,0,CDL: 57-51-2 TAKEOFF FUEL INCREASED BY 1.3% ADDTL FUEL - DEST ATC,0,336,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,39064,FALSE,null,null,FALSE,21.105
11/11/2021,11/12/2021,UPS2964,Thursday,SDF,ONT,B747-400F,N581UP,109,109,230,259,257,227,232,15,24,6,1900,7,8,19,020000Z,14100,56,107700,107800,53900,105900,75400,72600,28400,33300,0,None,0,0,0,108000,110000,93200,566600,546000,0,0,2000,01 MIN ADDTL FUEL FOR FUEL ANALYTICS. 10 MINS ADDTL FUEL FOR ANTICIPATED MODERATE TB LBL TO CIM. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. EXTRA FUEL FOR EXPECTED TAXI DELAYS / KSDF FORECAST WINDS. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. CAT DOWNGRADE: ONE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,73720,FALSE,null,null,FALSE,21.105
5/26/2022,5/26/2022,UPS0916,Thursday,SDF,ONT,MD11-PW,N295UP,104,104,241,230,216,210,204,12,12,6,1200,7,8,6,101200Z,6700,30,83100,83800,41900,82600,57300,54600,24000,28000,KLAX,None,19,4900,64,96000,110000,89500,451100,429900,0,0,2300,EXTRA FUEL - LIGHT AIRCRAFT MEL 78-30-1 TAKEOFF AND LANDING ACCOUNTED IN AERODATA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,55250,FALSE,null,24003KT 7SM FEW010 16/13 A2991 RMK AO2 SLP115 T01560133,FALSE,21.105
5/26/2022,5/26/2022,UPS0918,Thursday,SDF,ONT,B767-300W,N325UP,112,112,243,234,230,212,210,12,14,13,400,7,8,7,113500Z,3500,25,58100,58100,29050,57700,38800,38700,18100,19000,KLAS,None,42,7600,234,88000,95000,89000,333200,327600,0,0,0,5 MINS ADDTL FUEL FOR ENROUTE WX OVER THE MIDWEST 5 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE SOCAL ATC,0,260,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-300,38440,TRUE,null,VRB04KT 6SM BR FEW010 14/13 A2991 RMK AO2 SLP117 T01390128 10167 20139 55000,FALSE,21.105
5/26/2022,5/26/2022,UPS2908,Thursday,SDF,ONT,B747-8F,N617UP,229,98,241,245,235,213,214,10,24,13,900,14,8,8,223500Z,12900,50,130000,129600,64800,128700,66500,68400,60200,60300,0,None,0,0,0,98000,100000,114900,649800,664900,0,0,34600,MEL 21-31-1-1A - EFFECTS ON LIVE ANIMALS AND TEMP SENSITIVE CARGO SHOULD BE CONSIDERED 20 MINS ADDTL FUEL FOR ATC EXTRA FUEL ON BOARD,0,708,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,400,-400,67692,FALSE,null,25014G21KT 10SM FEW250 26/13 A2991 RMK AO2 SLP118 T02610128,FALSE,21.105
5/26/2022,5/27/2022,UPS2964,Thursday,SDF,ONT,B747-400SF,N578UP,83,83,235,246,236,214,221,12,24,8,900,12,8,7,002200Z,8900,35,96400,96200,48100,95300,69900,67500,22500,27800,0,None,0,0,0,115000,115000,99600,569800,553400,0,0,800,5 MINS ADDTL FUEL FOR TS IN ZID EXTRA FUEL FOR EXPECTED TAXI DELAYS DUE TO TS IN SDF,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,68668,FALSE,null,25014G20KT 10SM FEW250 24/13 A2992 RMK AO2 SLP122 T02440128 10300 20239 53004,FALSE,21.105
5/29/2022,5/29/2022,UPS0900,Sunday,SDF,ONT,B767-300W,N308UP,85,85,243,264,256,242,240,12,14,9,100,7,8,7,215300Z,5600,40,55700,56000,28000,55900,41900,40400,12700,15500,0,None,0,0,0,98000,105000,89300,340700,326800,0,0,0,10 MIN ADDTL FUEL FOR ENROUTE WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,40644,TRUE,null,24014G19KT 10SM BKN043 23/12 A2980 RMK AO2 SLP082 T02330122,FALSE,21.105
5/29/2022,5/29/2022,UPS0920,Sunday,SDF,ONT,MD11-PW,N295UP,77,77,241,256,254,236,236,12,12,13,600,7,8,5,231100Z,6900,30,85900,89200,44600,88600,66100,62000,18100,26600,0,None,0,0,0,125000,125000,115700,469000,463900,0,0,400,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,65170,FALSE,null,25011G17KT 10SM BKN043 23/12 A2979 RMK AO2 SLP079 T02280122,FALSE,21.105
6/1/2022,6/1/2022,UPS2908,Wednesday,SDF,ONT,MD11-GE,N254UP,105,105,248,260,258,240,237,15,12,14,1400,7,8,7,230600Z,12400,60,87100,86400,43200,85000,63000,57400,22300,27600,0,None,0,0,0,100000,100000,91000,444000,434200,0,0,0,CDL 49-17-12. CDL 49-17-13. ADDTL FOR ENROUTE WX.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,62100,TRUE,null,25012G19KT 10SM CLR 33/12 A2980 RMK AO2 SLP074 T03280122,FALSE,21.105
6/9/2022,6/9/2022,UPS0916,Thursday,SDF,ONT,MD11-PW,N296UP,121,121,241,241,244,221,216,12,12,17,1400,7,8,11,103400Z,6700,30,91300,92000,46000,90600,60100,56000,29500,34600,KLAS,None,41,11500,234,96000,103000,85700,452300,433600,0,0,1100,EXTRA FUEL - LIGHT AIRCRAFT CDL 49-17-12 TAKEOFF AND LANDING ACCOUNTED IN AERODATA CDL 49-17-13(APU NOT OPERATING) TAKEOFF AND LANDING ACCOUNTED IN AERODATA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,58370,FALSE,null,26003KT 7SM FEW010 SCT250 17/15 A2982 RMK AO2 SLP082 T01670150,FALSE,21.105
6/9/2022,6/9/2022,UPS0918,Thursday,SDF,ONT,B767-300W,N318UP,98,98,243,254,244,232,223,12,14,15,500,7,8,6,114600Z,4700,35,54000,54600,27300,54100,38300,37500,14500,16600,KLAX,None,18,3100,64,87000,90000,70400,323600,304400,0,0,0,20 MINS ADDTL FUEL FOR SCT TS ACTIVITY OVER SW KANSAS OPS LIMITING MEL: 28-22-1 CAT DOWNGRADE: CAT III DEG,0,1160,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,36340,FALSE,null,18003KT 5SM BR FEW005 SCT250 17/15 A2981 RMK AO2 SLP080 T01670150 10200 20161 58001,FALSE,21.105
5/15/2022,5/15/2022,UPS1234,Sunday,SDF,ONT,B767-300W,N335UP,94,94,232,215,227,197,206,14,12,13,600,7,6,8,063900Z,3500,27,48300,48300,24150,47700,33900,30400,13300,17300,KCVG,None,22,3700,89,63000,7000,36400,299600,265800,0,0,0,Testing paf data load in UAT,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-300,31884,FALSE,null,18009KT 10SM -RA OVC014 13/12 A2997 RMK AO2 P0011 T01330117,FALSE,21.105
5/27/2022,5/27/2022,UPS0918,Friday,SDF,ONT,B767-300W,N327UP,112,112,243,242,243,220,218,12,14,19,1100,7,8,6,120200Z,3500,25,60500,60400,30200,59300,40900,38300,18300,21000,KLAS,None,42,7700,238,90000,98000,76500,338400,316800,0,0,0,5 MINS ADDTL FUEL FOR TURBULENCE OVER MISSOURI 5 MINS ADDTL FUEL FOR FUEL ANALYTICS,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,39180,FALSE,null,25003KT 8SM OVC015 13/12 A3000 RMK AO2 SLP149 T01330117 10150 20128 53000,FALSE,21.105
5/28/2022,5/28/2022,UPS0908,Saturday,SDF,ONT,B747-8F,N605UP,108,108,237,249,241,217,218,14,24,12,0,10,8,11,110400Z,12400,45,106900,107400,53700,107400,71600,67600,32000,39900,KLAX,None,18,6300,64,107000,140000,81800,666400,609700,0,0,0,OPS LIMITING CDL: 27-11-1 OPS LIMITING CDL: 32-10-1 15 MINS ADDTL FUEL FOR ENROUTE WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-300,68108,TRUE,null,26004KT 10SM BKN013 BKN019 14/11 A2994 RMK AO2 SLP128 T01390111,FALSE,21.105
5/28/2022,5/28/2022,UPS0920,Saturday,SDF,ONT,B767-300W,N310UP,92,92,243,252,257,230,237,12,14,13,300,7,8,7,123900Z,2000,15,53600,53700,26850,53400,38300,36300,14100,17100,KSAN,None,32,5600,152,79000,84000,64400,317500,298300,0,0,0,OPS LIMITING MEL: 34-55-1 BOTH GPS OPERATIVE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,36732,FALSE,null,31003KT 10SM OVC014 14/11 A2995 RMK AO2 SLP132 T01440111,FALSE,21.105
5/31/2022,5/31/2022,UPS0916,Tuesday,SDF,ONT,MD11-GE,N261UP,100,100,241,253,248,233,226,12,12,16,1800,7,8,6,104700Z,10400,50,83500,83800,41900,82000,60200,56200,21600,25800,0,None,0,0,0,99000,115000,96400,451100,433200,0,0,1100,OPS LIMITING CDL: 49-17-12 OPS LIMITING CDL: 49-17-13 20 MINS ADDTL FUEL FOR TRAFFIC EXTRA FUEL FOR TAXI DELAYS,0,0,0,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,58340,FALSE,null,00000KT 10SM CLR 13/10 A2980 RMK AO2 SLP080 T01330100,FALSE,21.105
5/31/2022,5/31/2022,UPS0918,Tuesday,SDF,ONT,B767-300,N375UP,95,95,243,255,254,233,225,12,14,22,600,7,8,7,120000Z,7100,50,59100,59400,29700,58800,43600,43100,14300,15700,0,None,0,0,0,91000,92000,100800,328900,338100,0,0,0,20 MINS ADDTL FUEL FOR ENROUTE WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,44304,TRUE,null,26003KT 10SM CLR 13/11 A2980 RMK AO2 SLP082 T01330106 10167 20133 55001,FALSE,21.105
5/31/2022,6/1/2022,UPS2964,Tuesday,SDF,ONT,B747-400F,N574UP,105,105,235,257,246,225,230,12,24,9,1200,12,8,7,002400Z,15000,60,103600,103200,51600,102000,72200,61700,27400,40300,0,None,0,0,0,116000,115000,4300,567000,451800,0,0,0,ADDL FUEL ENROUTE WX,0,570,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,61130,TRUE,null,25011G17KT 10SM CLR 25/11 A2979 RMK AO2 SLP077 T02500106,FALSE,21.105
11/13/2021,11/13/2021,UPS0908,Saturday,SDF,ONT,B747-8F,N630UP,105,105,233,251,244,219,217,9,24,16,500,8,8,11,122700Z,15000,60,93100,93100,46550,92600,63000,61100,26800,31500,0,None,0,0,0,81000,81000,72600,593800,585800,0,0,0,30 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-300,62496,FALSE,null,null,FALSE,21.105
11/13/2021,11/13/2021,UPS0920,Saturday,SDF,ONT,B767-300W,N332UP,82,82,257,252,247,230,228,13,14,13,400,8,8,6,141800Z,4000,30,49300,49200,24600,48800,36800,35200,11300,13600,0,None,0,0,0,82000,83000,65900,312600,295800,0,0,900,EXTRA FUEL - MIN FUEL AT DEST,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,35432,FALSE,null,null,FALSE,21.105
6/1/2022,6/1/2022,UPS0916,Wednesday,SDF,ONT,MD11-PW,N278UP,85,85,241,257,245,237,229,12,12,9,1200,7,8,7,105300Z,6500,30,85300,85800,42900,84600,64900,58400,18700,26200,0,None,0,0,0,100000,110000,108000,452200,451500,0,0,2100,EXTRA FUEL - LIGHT AIRCRAFT AICRAFT DONWGRADED TO CAT 1 CDL 49-17-12 TAKEOFF AND LANDING ACCOUNTED IN AERODATA CDL 49-17-13(APU NOT OPERATING) TAKEOFF AND LANDING ACCOUNTED IN AERODATA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,64700,FALSE,null,00000KT 10SM CLR 16/11 A2985 RMK AO2 SLP097 T01610111,FALSE,21.105
6/1/2022,6/1/2022,UPS0918,Wednesday,SDF,ONT,B767-300,N367UP,85,85,243,257,250,235,233,12,14,11,0,7,8,6,122100Z,5600,40,57600,58300,29150,58300,43700,43100,12700,15200,0,None,0,0,0,90000,88000,89500,323600,326000,0,0,0,5 MINS ADDTL FUEL FOR ENROUTE WX OVER TX 5 MINS ADDTL FUEL FOR FUEL ANALYTICS,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,43820,TRUE,null,00000KT 10SM CLR 16/11 A2986 RMK AO2 SLP098 T01610111 10189 20150 53004,FALSE,21.105
6/9/2022,6/9/2022,UPS2908,Thursday,SDF,ONT,MD11-PW,N291UP,105,105,248,246,240,226,220,15,12,12,1800,7,8,8,233100Z,12800,60,81300,81400,40700,79600,57000,54200,22500,25400,0,None,0,0,0,99000,100000,88900,436100,425200,0,0,0,MEL 27-63-1-0-1 CDL 49-17-12 CDL 49-17-13 CDL 52-40-04 ALL AERODATA PENALTIES APPLIED AC CAT II 30 MINS ADDTL FUEL FOR POSSIBLE ENRTE WX DEVIATIONS & SOCAL TRAFFIC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,55668,TRUE,null,25013G18KT 10SM FEW080 BKN250 32/17 A2978 RMK AO2 SLP070 T03220167 10356 20256 58008,FALSE,21.105
5/27/2022,5/27/2022,UPS2908,Friday,SDF,ONT,MD11-PW,N288UP,89,89,248,247,244,227,226,15,12,13,1800,7,8,5,225800Z,6200,30,74800,75400,37700,73600,54400,50800,18700,22800,0,None,0,0,0,98000,98000,88300,429800,421400,0,0,2900,EXTRA FUEL - LIGHT AIRCRAFT,0,0,0,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,53430,FALSE,null,26011KT 10SM FEW200 BKN250 26/11 A2996 RMK AO2 SLP135 T02610111,FALSE,21.105
5/27/2022,5/28/2022,UPS2912,Friday,SDF,ONT,B767-300W,N313UP,84,84,240,254,256,232,230,12,14,19,700,6,8,7,002700Z,4500,35,48400,48800,24400,48100,36200,35600,11000,12500,0,None,0,0,0,73000,73000,49700,300800,277700,0,0,500,OPS LIMITING MEL: 49-11-1-1 5 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC EXTRA FUEL FOR NO APU OPS,0,1730,14,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,500,-500,33870,FALSE,null,24010KT 10SM FEW210 BKN250 23/12 A2994 RMK AO2 SLP129 T02330117,FALSE,21.105
5/27/2022,5/28/2022,UPS2914,Friday,SDF,ONT,MD11-GE,N262UP,95,95,248,244,249,224,224,15,12,17,1400,7,8,8,000200Z,9800,50,73900,74200,37100,72800,53000,49600,19200,23200,0,None,0,0,0,95000,95000,78600,421700,406100,0,0,0,CDL 49-17-12 CDL 49-17-13 AERODATA PENALTY APPLIED 20 MINS ADDTL FUEL FOR SOCAL TRAFFIC/ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,51360,FALSE,null,24011KT 10SM FEW200 BKN250 25/12 A2995 RMK AO2 SLP131 T02500117 10267 20172 56017,FALSE,21.105
5/27/2022,5/28/2022,UPS5514,Friday,SDF,ONT,B767-300W,N316UP,95,95,243,254,251,232,235,12,14,10,500,7,8,6,003700Z,6400,50,49800,49800,24900,49300,36100,35300,12600,14000,0,None,0,0,0,74000,75000,70300,304500,300200,0,0,0,20 MINS ADDTL FUEL FOR SOCAL TRAFFIC/ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,35630,FALSE,null,24010KT 10SM FEW210 BKN250 23/12 A2994 RMK AO2 SLP129 T02330117,FALSE,21.105
5/30/2022,5/31/2022,UPS2916,Monday,SDF,ONT,B767-300,N368UP,80,80,240,268,258,246,242,12,14,11,0,6,8,5,000400Z,5000,35,57400,57700,28850,57700,43900,44700,12300,13200,0,None,0,0,0,97000,97000,84200,332100,319900,0,0,0,5 MINS ADDTL FUEL FOR FUEL ANALYTICS,0,1824,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-400,42876,FALSE,null,25012KT 10SM CLR 24/11 A2977 RMK AO2 SLP071 T02440106 10261 20172 56011,FALSE,21.105
5/30/2022,5/31/2022,UPS2964,Monday,SDF,ONT,B747-400F,N576UP,75,75,235,266,262,234,240,12,24,15,1400,12,8,7,004200Z,7700,30,101600,101700,50850,100300,77600,69500,20000,30800,0,None,0,0,0,115000,116000,49300,566200,495000,0,0,0,OPS LIMITING CDL: 27-51-1 1.5% FUEL BURN PENALTY INCLUDED,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,72264,FALSE,null,24012KT 10SM CLR 24/12 A2976 RMK AO2 SLP069 T02440117,FALSE,21.105
6/1/2022,6/1/2022,UPS3912,Wednesday,SDF,ONT,B767-300W,N316UP,123,77,243,265,260,243,240,12,14,14,700,7,8,6,150200Z,4000,30,59000,59500,29750,58800,40600,38900,17200,19900,0,None,0,0,0,92400,90000,84600,328700,323500,0,0,6500,EXTRA FUEL - FOB,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,500,-500,40060,FALSE,null,00000KT 9SM CLR 18/12 A2988 RMK AO2 SLP109 T01780117 53008,FALSE,21.105
