Flight date,Arrival date,Flight number,Day of week,Origin,Destination,Aircraft fleet type,Tail number,PAF,Adjusted PAF,Block time scheduled,Block time planned,Block time actual,Enroute time planned,Enroute time actual,Taxi out time scheduled,Taxi out time planned,Taxi out time actual,Taxi out actual (lbs),Taxi in time scheduled,Taxi in time planned,Taxi in time actual,Arrival time planned,Additional fuel (lbs),Additional fuel (mins),Total fuel planned,Total fuel actual,Converted to Gallons,Take off fuel,Enroute fuel planned,Enroute fuel actual,Arrival fuel planned,Arrival fuel actual,Alternate planned,checAlternate actual,Alternate fuel (min),Alternate fuel (lbs),Alternate distance,Payload weight forecast,Payload weight planned,Payload weight actual,Takeoff weight planned,Takeoff weight actual,Contingency fuel (lbs),Contingency fuel (min),Extra fuel (lbs),Dispatcher remarks,Contingency fuel %,Additional Fuel Actual (lbs),Additional Fuel Actual (min),Extra fuel actual (lbs),Extra fuel reason taxi,Extra fuel reason previous fuel on board,Extra fuel reason delays,Extra fuel reason tankering,Extra fuel reason operational needs,Extra fuel other reason,Fuel impact of adding 5000,Fuel impact of reducing 5000,Payload expected en-route fuel,Enroute Weather Indicator,Turnover Notes,Metar Value,Low Visibility Indicator,Carbon
10/28/2021,10/28/2021,UPS2908,Thursday,SDF,ONT,MD11-GE,N263UP,113,113,249,224,219,204,204,15,12,10,1400,8,8,5,225800Z,9600,45,84700,85400,42700,84000,57900,51400,25100,32600,KLAX,None,19,4300,64,101000,115000,89400,452600,427100,0,0,1000,15 MINS ADDTL FUEL FOR WX / ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS SEE LIMITATIONS FOR MEL 34-55-1-0-1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,55852,FALSE,null,null,FALSE,21.105
10/28/2021,10/29/2021,UPS2964,Thursday,SDF,ONT,B747-400F,N576UP,105,105,241,244,227,212,209,10,24,8,1300,14,8,10,004300Z,14800,60,102900,102900,51450,101600,71300,65700,27600,35900,0,None,0,0,0,107000,109000,108600,560500,556000,0,0,0,01 MINS ADDTL FUEL FOR FUEL ANALYTICS. 14 MINS ADDTL FUEL FOR TB AVOIDANCE CENTRAL PLAINS. FILED FL300 AT MCI FOR TB AVOIDANCE. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. MEL 32-46-1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,71268,FALSE,null,null,FALSE,21.105
10/29/2021,10/30/2021,UPS5514,Friday,SDF,ONT,B767-300W,N360UP,83,83,244,244,242,222,224,12,14,12,500,7,8,6,001700Z,4400,35,46500,46500,23250,46000,34400,34300,10900,11700,0,None,0,0,0,58000,68000,66500,295400,294400,0,0,400,10 MINS ADDTL FUEL FOR FUEL ANALYTICS EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,50,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,34250,FALSE,null,null,FALSE,21.105
11/1/2021,11/1/2021,UPS2914,Monday,SDF,ONT,B767-300,N370UP,93,93,240,261,250,239,234,12,14,10,100,6,8,6,225900Z,6900,48,59300,59400,29700,59300,44100,42800,14000,16500,0,None,0,0,0,87000,93000,84700,330400,322500,0,0,0,08 MINS ADDTL FUEL FOR FUEL ANALYTICS. 05 MINS ADDTL FUEL FOR ISOLATED TSRA ACTIVITY BUM TO LBL. 05 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,43436,FALSE,null,null,FALSE,21.105
11/1/2021,11/2/2021,UPS2964,Monday,SDF,ONT,B747-400F,N577UP,96,96,241,263,245,231,233,10,24,4,1900,14,8,8,020200Z,12800,51,104800,103700,51850,101800,75800,73100,24900,28700,0,None,0,0,0,104000,110000,90700,562700,546400,0,0,0,01 MIN ADDTL FUEL FOR FUEL ANALYTICS. 05 MINS ADDTL FUEL FOR ISOLATED TSRA ACTIVITY BUM TO ICT. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED BY 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. KONT RAIM CHECK: OK CDL 27-51-1 MID FLAP (ONE MISSING) AERODATA APPLIED. TAKEOFF FUEL HAS BEEN INCREASED BY 1.5% FOR EACH MISSING OR DAMAGED SEAL.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,74256,FALSE,null,null,FALSE,21.105
11/2/2021,11/3/2021,UPS2964,Tuesday,SDF,ONT,B747-400F,N575UP,91,91,241,261,281,229,237,10,24,11,900,14,8,33,004200Z,11300,46,100500,100600,50300,99700,73000,72500,23500,27200,0,None,0,0,0,104000,108000,99300,557600,551000,0,0,0,01 MINS ADDTL FUEL FOR FUEL ANALYTICS. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED BY 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. CAT DOWNGRADE: ONE KONT RAIM CHECK: OK.,0,196,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,72304,FALSE,null,null,FALSE,21.105
8/31/2021,9/1/2021,UPS2964,Tuesday,SDF,ONT,B747-400SF,N578UP,105,105,241,248,236,216,221,10,24,5,0,14,8,10,013100Z,15100,60,103900,103200,51600,103200,72000,68400,27900,34100,0,None,0,0,0,110000,105000,90300,567000,554800,0,0,0,15 MINS ADDTL FUEL FOR ISOLATED TSRA ACTIVITY FTI TO MARUE. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,70530,FALSE,null,null,FALSE,21.105
10/27/2021,10/27/2021,UPS1901,Wednesday,SDF,ONT,B757-200RR,N436UP,100,100,235,247,255,227,234,9,12,9,400,7,8,12,133700Z,4800,50,39400,39600,19800,39200,28700,26800,10000,12400,0,None,0,0,0,43000,40000,28800,193900,182800,0,0,500,20 MINUTES ADDTL FUEL FOR ENROUTE WX OVER KANSAS EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,300,-300,28028,TRUE,null,null,FALSE,21.105
10/27/2021,10/27/2021,UPS2908,Wednesday,SDF,ONT,MD11-PW,N281UP,90,90,249,234,237,214,213,15,12,17,1400,8,8,7,231000Z,10200,45,83600,84400,42200,83000,61400,57400,20500,25600,0,None,0,0,0,110000,120000,102100,460800,443600,0,0,0,15 MINS ADDTL FUEL FOR WX / ATC SEE LIMITATIONS FOR: MEL 32-46-1-1 MEL 34-54-1-0-2,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,59610,FALSE,null,null,FALSE,21.105
10/27/2021,10/28/2021,UPS2964,Wednesday,SDF,ONT,B747-400SF,N578UP,105,105,241,246,225,214,212,10,24,6,1200,14,8,7,003200Z,15100,60,103100,103600,51800,102400,71200,69700,27900,32700,0,None,0,0,0,105000,106000,104800,567200,565000,0,0,0,15 MINS ADDTL FUEL FOR ISOLATED TSRA ACTIVITY MCI TO SLN. ANTICIPATED MODERATE TB MCI TO SLN FL310 TO FL380. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. KONT RAIM CHECK: OK,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,71080,FALSE,null,null,FALSE,21.105
10/29/2021,10/29/2021,UPS2402,Friday,SDF,ONT,A300-600R,N147UP,87,87,250,236,228,216,215,12,12,8,900,9,8,5,235400Z,5900,40,58700,58600,29300,57700,43400,42800,13900,14900,0,None,0,0,0,72000,80000,76000,317800,313500,0,0,400,10 MINS ADDTL FUEL FOR FUEL ANALYTICS EXTRA FUEL FOR EXPECTED TAXI DELAYS FLIGHT PLANNED USING U3W DATABASE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,700,-700,42840,FALSE,null,null,FALSE,21.105
10/29/2021,10/29/2021,UPS2406,Friday,SDF,ONT,B757-200PF,N429UP,94,94,242,241,237,221,217,12,12,14,200,6,8,6,230800Z,4800,45,40200,40200,20100,40000,28800,27500,10600,12500,0,None,0,0,0,85000,70000,37400,224400,191700,0,0,500,SOUTH ROUTING FOR ENGINE OUT/DRIFTDOWN CONSIDERATIONS. ADDTL FOR ENROUTE WX. EXTRA FOR TAXI.,0,1308,13,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-400,26192,TRUE,null,null,FALSE,21.105
10/29/2021,10/29/2021,UPS2610,Friday,SDF,ONT,MD11-GE,N254UP,85,85,249,236,237,216,212,15,12,17,2000,8,8,8,234100Z,6400,30,75800,76000,38000,74000,55500,51600,18600,22400,0,None,0,0,0,114000,114000,103200,446700,434400,0,0,2200,EXTRA FUEL DUE TO LIGHT A/C CAT DOWNGRADE: CAT I MEL 22-10-3,0,0,0,300,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,600,-600,54204,FALSE,null,null,FALSE,21.105
10/29/2021,10/29/2021,UPS2908,Friday,SDF,ONT,B757-200RR,N470UP,94,94,248,243,246,223,222,12,12,19,1900,6,8,5,234500Z,4800,45,39300,39500,19750,37600,28000,23800,10700,13800,0,None,0,0,0,67000,67000,17900,220700,171600,0,0,500,ADDTL FOR ENROUTE WX. EXTRA FOR TAXI.,0,710,7,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,23090,TRUE,null,null,FALSE,21.105
11/2/2021,11/2/2021,UPS2908,Tuesday,SDF,ONT,B747-400F,N573UP,298,83,241,264,251,232,234,10,24,6,1400,14,8,11,230100Z,7500,30,161100,161300,80650,159900,79700,78200,77400,81700,0,None,0,0,0,110000,120000,96600,629900,609200,0,0,56000,EXTRA FUEL FOB,0,840,4,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,500,-500,77360,FALSE,null,null,FALSE,21.105
10/28/2021,10/28/2021,UPS0916,Thursday,SDF,ONT,MD11-PW,N293UP,81,81,244,230,228,210,209,14,12,12,1000,7,8,7,101800Z,6700,30,79500,80400,40200,79400,59600,53000,18200,26400,0,None,0,0,0,103000,112000,92700,448200,430800,0,0,1400,EXTRA FUEL LIGHT AIRCRAFT MEL 34-43-1 CAT II CDL 49-17-12 TAKEOFF AND LANDING ACCOUNTED IN AERODATA CDK 49-17-13(APU NOT OPERATING) TAKEOFF AND LANDING ACCOUNTED IN AERODATA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,58056,FALSE,null,null,FALSE,21.105
10/28/2021,10/28/2021,UPS0918,Thursday,SDF,ONT,B767-300,N371UP,78,78,244,244,239,222,215,12,14,15,600,7,8,9,114900Z,4300,30,52800,53400,26700,52800,39500,37100,12100,15700,0,None,0,0,0,96000,101000,81200,331500,313000,0,0,500,MEL 27-62-1-1 AUTO SPEED BRAKE SYSTEM EXTRA FUEL FOR TAXI DELAYS,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,37916,FALSE,null,null,FALSE,21.105
10/29/2021,10/29/2021,UPS0916,Friday,SDF,ONT,MD11-GE,N256UP,84,84,244,225,231,205,208,14,12,12,1600,7,8,11,102700Z,6300,30,76500,77600,38800,76000,56600,48200,18200,27800,0,None,0,0,0,101000,111000,73300,445700,409300,0,0,1800,EXTRA FUEL - LIGHT AIRCRAFT CDL 49-17-12 TAKEOFF AND LANDING ACCCOUNTED IN AERODATA CDL 49-17-13(APU NOT OPERATING) TAKEOFF AND LANDIONG ACCOUNTED IN AERODATA,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,400,-400,53584,FALSE,null,null,FALSE,21.105
10/29/2021,10/29/2021,UPS0918,Friday,SDF,ONT,B767-300W,N350UP,129,129,244,240,231,218,209,12,14,14,500,7,8,8,113700Z,5700,40,60800,61200,30600,60700,38700,38100,20800,22600,KLAS,None,44,8000,246,94000,100000,79900,341700,321800,0,0,0,OPS LIMITING MEL: 21-51-1-1 05 MINS ADDTL FUEL FOR FUEL ANALYTICS 05 MINS ADDTL FUEL FOR ENRTE ALT DEV DUE TO TURB OVER KS 15 MINS ADDTL FUEL FOR DEST FCST WINDS/ATC,0,1008,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,37092,FALSE,null,null,FALSE,21.105
10/31/2021,10/31/2021,UPS0900,Sunday,SDF,ONT,B747-400SF,N579UP,80,80,237,250,241,218,223,14,24,8,1600,10,8,10,225000Z,9500,35,110500,110200,55100,108600,83300,79300,23200,29300,0,None,0,0,0,141000,149000,127500,617700,598400,0,0,0,5 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO TRAFFIC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-300,82010,FALSE,null,null,FALSE,21.105
10/31/2021,11/1/2021,UPS0916,Sunday,SDF,ONT,B767-300W,N309UP,103,103,244,259,262,237,241,12,14,13,300,7,8,8,012900Z,5500,40,58400,58000,29000,57700,41500,35500,15700,22200,KLAX,None,18,3200,64,86000,98000,40000,335700,278000,0,0,0,ADDTL FUEL FOR ARRIVAL DELAYS DUE TO FCST LOW CIGS IN VCNTY/ATC/TRAFFIC IN LA BASIN ADDTL FUEL FOR ENRTE WX FCST ACROSS ROCKIES,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,36860,TRUE,null,null,FALSE,21.105
10/31/2021,11/1/2021,UPS0918,Sunday,SDF,ONT,A300-600R,N163UP,75,75,247,254,255,234,234,13,12,15,2000,8,8,6,003400Z,4500,30,61900,61900,30950,59900,48100,47400,12500,12500,0,None,0,0,0,88000,89000,84700,329400,324500,0,0,0,FLIGHT PLANNED USING U3W DATABASE,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,47584,FALSE,null,null,FALSE,21.105
11/2/2021,11/2/2021,UPS0916,Tuesday,SDF,ONT,B747-8F,N616UP,103,103,237,264,260,232,232,14,24,16,500,10,8,12,110300Z,11000,40,110700,110900,55450,110400,76900,72300,30600,38100,KLAX,None,18,6200,64,127000,145000,116100,675500,644200,0,0,0,15 MINS ADDTL FUEL FOR WX / ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-300,75166,FALSE,null,null,FALSE,21.105
11/2/2021,11/2/2021,UPS0918,Tuesday,SDF,ONT,B767-300W,N342UP,75,75,244,256,263,234,236,12,14,18,700,7,8,9,120800Z,4200,30,59100,59600,29800,58900,46900,44000,11000,14900,0,None,0,0,0,97000,95000,85200,335000,325600,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-400,46116,FALSE,null,null,FALSE,21.105
11/3/2021,11/3/2021,UPS0916,Wednesday,SDF,ONT,MD11-GE,N263UP,90,90,244,249,245,229,224,14,12,14,1200,7,8,7,103500Z,6200,30,76700,76800,38400,75600,55900,51800,19100,23800,0,None,0,0,0,105000,110000,85200,439500,414600,0,0,3100,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,500,-500,53420,FALSE,null,null,FALSE,21.105
11/3/2021,11/3/2021,UPS0918,Wednesday,SDF,ONT,B767-300W,N302UP,78,78,244,257,247,235,230,12,14,10,500,7,8,7,115800Z,4400,33,50100,50200,25100,49700,37800,37000,11100,12700,0,None,0,0,0,94000,95000,83800,325300,314500,0,0,0,CDL 27-51-2 3 MINS ADDL FUEL FOR FUEL ANALYTICS,0,320,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,36680,FALSE,null,null,FALSE,21.105
11/4/2021,11/4/2021,UPS0916,Thursday,SDF,ONT,MD11-GE,N250UP,96,96,244,241,235,221,217,14,12,13,1800,7,8,5,105600Z,9400,45,77900,78400,39200,76600,55700,49800,20500,26800,0,None,0,0,0,101000,110000,81200,443500,414800,0,0,1300,#NAME?,0,0,0,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,52820,FALSE,null,null,FALSE,21.105
11/4/2021,11/4/2021,UPS0918,Thursday,SDF,ONT,B767-300,N368UP,78,78,244,251,247,229,226,12,14,15,500,7,8,6,120000Z,4700,33,51700,51600,25800,51100,38700,39600,11800,11500,0,None,0,0,0,88000,94000,102200,323300,331000,0,0,0,3 MINS ADDL FUEL FOR FUEL ANALYTICS,0,80,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,39520,FALSE,null,null,FALSE,21.105
11/4/2021,11/5/2021,UPS2964,Thursday,SDF,ONT,B747-400F,N575UP,91,91,241,247,241,215,218,10,24,11,800,14,8,12,004300Z,11300,46,96400,96300,48150,95500,68800,64600,23600,30900,0,None,0,0,0,105000,110000,95600,555500,539200,0,0,0,01 MINS ADDTL FUEL FOR FUEL ANALYTICS. 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED BY 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. KONT RAIM CHECK: OK. CAT DOWNGRADE: ONE MEL 21-51-1-3-2,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,67648,FALSE,null,null,FALSE,21.105
11/8/2021,11/9/2021,UPS2964,Monday,SDF,ONT,B747-400F,N576UP,95,95,230,258,253,226,236,15,24,9,800,7,8,8,021200Z,12200,50,107900,107300,53650,106500,79300,79900,24500,26600,0,None,0,0,0,104000,107000,112500,563500,566600,0,0,0,01 MIN ADDTL FUEL FOR FUEL ANALYTICS. 19 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. MEL 21-51-1-3-2 FILED FL320 AT CIM DUE TO STRONGER HEAD WINDS ALOFT ASSOCIATED W/JET STREAM.,0,270,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-300,79630,FALSE,null,null,FALSE,21.105
11/9/2021,11/10/2021,UPS2964,Tuesday,SDF,ONT,B747-400F,N582UP,95,95,230,253,240,221,223,15,24,8,1100,7,8,9,014500Z,12300,50,105200,104600,52300,103500,76800,74200,24400,29300,0,None,0,0,0,110000,105000,103200,559500,556200,0,0,0,01 MIN ADDTL FUEL FOR FUEL ANALYTICS. 19 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED BY 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. FILED FL320 TO ICT DUE TO STRONGER HEAD WINDS ALOFT ASSOCIATED WITH THE JET STREAM.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,300,-400,76656,FALSE,null,null,FALSE,21.105
11/10/2021,11/11/2021,UPS2908,Wednesday,SDF,ONT,MD11-PW,N290UP,100,100,256,268,266,248,248,15,12,13,1000,8,8,5,000900Z,12700,55,98500,98200,49100,97200,73700,66600,23100,30600,0,None,0,0,0,107000,120000,100400,478300,459200,0,0,0,25 MINS ADDTL FUEL FOR WX / ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,700,-500,71740,FALSE,null,null,FALSE,21.105
11/10/2021,11/11/2021,UPS2964,Wednesday,SDF,ONT,B747-400F,N577UP,101,101,230,264,262,232,229,15,24,22,1500,7,8,11,014700Z,14100,56,110500,110900,55450,109400,80100,75700,26300,33700,0,None,0,0,0,108000,110000,99000,568400,557400,0,0,0,01 MIN ADDTL FUEL FOR FUEL ANALYTICS. 15 MINS ADDTL FUEL FOR ISOLATED TSRA ACTIVITY FSM TO PNH. 10 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. FUEL INCREASED BY 0.9% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. KONT RAIM CHECK: OK. MEL 75-33-1-1 (ONE MISSING) AERODATA APPLIED. REDUCE ENROUTE CLIMB WEIGHT BY 3;200 LBS. AT LRC FOR EACH INOPERATIVE VALVE. CDL 27-51-1 MID FLAP (ONE MISSING)AERODATA APPLIED. TAKEOFF FUEL HAS BEEN INCREASED BY 1.5% FOR EACH MISSING OR DAMAGED SEAL.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,79220,TRUE,null,null,FALSE,21.105
11/11/2021,11/12/2021,UPS2908,Thursday,SDF,ONT,MD11-PW,N274UP,124,124,256,245,235,225,226,15,12,5,800,8,8,4,015100Z,16800,75,95400,95800,47900,95000,64400,59000,29300,36000,0,None,0,0,0,98000,118000,96000,470600,449300,0,0,1000,45 MINS ADDTL FUEL FOR WX / ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,62200,FALSE,null,null,FALSE,21.105
11/12/2021,11/13/2021,UPS2402,Friday,SDF,ONT,B767-300W,N303UP,93,93,251,251,251,229,228,12,14,17,1000,6,8,6,013000Z,5900,45,50600,50700,25350,49700,36700,34600,12700,15100,0,None,0,0,0,74000,80000,61300,310900,290000,0,0,400,15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400,-400,35204,FALSE,null,null,FALSE,21.105
11/12/2021,11/13/2021,UPS2406,Friday,SDF,ONT,MD11-GE,N251UP,105,105,256,243,240,223,221,15,12,14,2200,8,8,5,003600Z,11800,60,76000,76000,38000,73800,53300,51400,21000,22400,0,None,0,0,0,81000,85000,88400,416900,420400,0,0,0,MEL 78-31-02 WT PENALTY APPLIED MEL 78-30-1 CDL 49-17-13 CDL 49-17-12 ALL AERODATA PENALTIES APPLIED 30 MINS ADDTL FUEL FOR ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,53640,FALSE,null,null,FALSE,21.105
11/12/2021,11/12/2021,UPS2908,Friday,SDF,ONT,MD11-PW,N291UP,95,95,256,244,240,224,219,15,12,15,1400,8,8,6,235400Z,10800,50,78400,78800,39400,77400,56300,54400,20500,23000,0,None,0,0,0,102000,105000,93700,438300,427400,0,0,0,20 MINS ADDTL FUEL FOR ATC CDL 49-17-12 CDL 49-17-13 AERODATA PENALTY APPLIED,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,600,-600,54944,FALSE,null,null,FALSE,21.105
11/12/2021,11/13/2021,UPS5514,Friday,SDF,ONT,B757-200RR,N466UP,78,78,257,252,244,232,221,12,12,15,600,7,8,8,012600Z,3500,30,41600,41500,20750,40900,31400,29000,9500,11900,0,None,0,0,0,79000,79000,45000,235700,201100,0,0,400,EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,1680,15,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-600,27320,FALSE,null,null,FALSE,21.105
6/1/2022,6/2/2022,UPS2964,Wednesday,SDF,ONT,B747-400F,N575UP,105,105,235,257,244,225,230,12,24,8,2100,12,8,6,011400Z,15000,60,106000,105400,52700,103300,74400,71300,27700,32000,0,None,0,0,0,113000,120000,100500,575400,558000,0,0,0,ADDL FUEL ENROUTE WX,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,72840,TRUE,null,25012KT 10SM CLR 28/14 A2979 RMK AO2 SLP075 T02830139,FALSE,21.105
11/3/2021,11/3/2021,UPS2908,Wednesday,SDF,ONT,B747-400F,N573UP,90,90,241,248,228,216,216,10,24,6,2200,14,8,6,224700Z,11300,45,98200,98500,49250,96300,70400,64400,23800,31900,0,None,0,0,0,111000,120000,100400,567000,550100,0,0,0,15 MINS ADDTL FUEL FOR WX / ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,-400,68832,FALSE,null,null,FALSE,21.105
11/3/2021,11/4/2021,UPS2964,Wednesday,SDF,ONT,B747-8F,N609UP,120,87,234,249,249,217,217,9,24,14,700,8,8,18,001700Z,10600,40,105000,104900,52450,104200,69100,68200,32500,36000,0,None,0,0,0,103000,109000,103600,633900,629100,0,0,9200,10 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC. EXTRA FUEL EQUALS FOB. FUEL INCREASED BY 1.8% IN CASE SDF LOAD PLANNING LOADS PERISHABLES. KONT RAIM CHECK: OK.,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,300,-300,68776,FALSE,null,null,FALSE,21.105
11/4/2021,11/4/2021,UPS2908,Thursday,SDF,ONT,B767-300W,N360UP,85,85,245,244,235,222,222,12,14,6,100,6,8,7,231600Z,5900,40,56900,56600,28300,56500,42500,39600,13100,16900,0,None,0,0,0,113000,115000,88200,352800,325800,0,0,0,10 MINS ADDTL FUEL FOR WX / ATC,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,-400,40356,FALSE,null,null,FALSE,21.105
11/5/2021,11/6/2021,UPS2402,Friday,SDF,ONT,A300-600R,N136UP,82,82,250,246,244,226,227,12,12,12,1400,9,8,5,001800Z,5200,35,60300,60600,30300,59200,45600,43800,13300,15400,0,None,0,0,0,76000,85000,73900,323700,313100,0,0,400,5 MINS ADDTL FUEL FOR FUEL ANALYTICS EXTRA FUEL FOR EXPECTED TAXI DELAYS FLIGHT PLANNED USING U3W DATABASE,0,0,0,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,300,-700,44046,FALSE,null,null,FALSE,21.105
11/5/2021,11/5/2021,UPS2908,Friday,SDF,ONT,MD11-GE,N257UP,95,95,249,247,243,227,222,15,12,15,2400,8,8,6,232600Z,10700,50,80800,80800,40400,78400,58400,52000,20700,26400,0,None,0,0,0,104000,109000,85700,444700,422300,0,0,0,SEE LATEST SIGMETS FOR TURBULENCE. CDL 49-17-12. CDL 49-17-13. ADDTL FOR ENROUTE WX.,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,-500,56070,TRUE,null,null,FALSE,21.105
11/5/2021,11/5/2021,UPS2924,Friday,SDF,ONT,B757-200RR,N464UP,93,93,248,255,253,235,232,12,12,15,400,6,8,6,233800Z,5100,45,42600,42900,21450,42500,31100,29900,10800,12600,0,None,0,0,0,66000,66000,46800,223600,204900,0,0,400,15 MINS ADDTL FUEL FOR FUEL ANLYTICS EXTRA FUEL FOR EXPECTED TAXI DELAYS CDL 27-51-1 1.7% ACCOUNTED FOR,0,1104,10,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,600,-600,28796,FALSE,null,null,FALSE,21.105
11/5/2021,11/6/2021,UPS5514,Friday,SDF,ONT,B767-300W,N316UP,186,79,244,255,255,233,236,12,14,13,0,7,8,6,010200Z,4000,30,65700,66000,33000,66000,39100,37300,25400,28800,0,None,0,0,0,79000,85000,68100,330400,314300,0,0,14700,EXTRA FUEL EQUALS FOB,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,500,-500,37410,FALSE,null,null,FALSE,21.105
11/8/2021,11/9/2021,UPS2900,Monday,SDF,ONT,B767-300W,N335UP,99,99,251,270,259,248,242,12,14,10,0,6,8,7,041600Z,4100,30,57100,62100,31050,62100,41400,41300,14500,20900,KLAX,None,18,3200,64,92400,87000,83100,325300,326800,0,0,700,EXTRA FUEL FOR EXPECTED TAXI DELAYS 15 MINS ADDTL FUEL FOR ATC DELAYS,0,290,3,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,500,-500,41010,FALSE,null,null,FALSE,21.105
