Flight date,Arrival date,Flight number,Day of week,Origin,Destination,Aircraft fleet type,Tail number,PAF,Adjusted PAF,Block time scheduled,Block time planned,Block time actual,Enroute time planned,Enroute time actual,Taxi out time scheduled,Taxi out time planned,Taxi out time actual,Taxi out actual (lbs),Taxi in time scheduled,Taxi in time planned,Taxi in time actual,Arrival time planned,Additional fuel (lbs),Additional fuel (mins),Total fuel planned,Total fuel actual,Take off fuel,Enroute fuel planned,Enroute fuel actual,Arrival fuel planned,Arrival fuel actual,Alternate planned,checAlternate actual,Alternate fuel (min),Alternate fuel (lbs),Alternate distance,Payload weight forecast,Payload weight planned,Payload weight actual,Takeoff weight planned,Takeoff weight actual,Contingency fuel (lbs),Contingency fuel (min),Extra fuel (lbs),Dispatcher remarks,Contingency fuel %,Additional Fuel Actual (lbs),Additional Fuel Actual (min),Extra fuel actual (lbs),Extra fuel reason taxi,Extra fuel reason previous fuel on board,Extra fuel reason delays,Extra fuel reason tankering,Extra fuel reason operational needs,Extra fuel other reason,Fuel impact of adding 5000,Fuel impact of reducing 5000,Payload expected en-route fuel,Enroute Weather Indicator,Turnover Notes,Metar Value,Low Visibility Indicator
2022-04-22,2022-04-22,UPS0076,Friday,SDF,DXB,B747-8F,N625UP,122,122,829,830,821,801,795,25,24,19,800,8,5,7,220700Z,9900,35,335000,335200,334400,294700,283400,36900,51000,OMDW,None,33,11400,148,158000,155000,137100,909800,893000,0,0,0,DISPATCHED UNDER OPSPEC B044 PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY CDL: 27-11-1 ADDTL FUEL - ATC SPEED & FL ADJSUTMENTS NAT CROSSING PLANNED FOR FL290. FL310 & FL330 ARE UNAVAULABLE FOR PLANNING WHILE THE WESTBOUND TRACKS ARE ACTIVE. YOU CAN REQUEST A HIGHER ALTITUDE AND IT MAY BE APPROVED DEPENDENT UPON TRAFFIC WHEN GETTING YOUR CLEARANCE. YOUR ROUTE OF FLIGHT REMAINS WITHIN 90MINS OF AN ADEQUATE AIRPORT. ETP'S ARE NOT REQUIRED.,0,0,0,0,false,false,false,false,false,false,1300,-1300,290046,false,null,23004KT CAVOK 28/14 Q1007 NOSIG,false
2022-05-04,2022-05-04,UPS0076,Wednesday,SDF,DXB,B747-8F,N629UP,105,105,829,827,811,798,783,25,24,21,1100,8,5,7,221500Z,6300,22,334800,334900,333800,298300,291800,33100,42000,OMDW,None,27,9800,122,150000,170000,146500,924600,901900,0,0,1100,EXTRA FUEL FOR TAXI RAIM CHECK OK CONTACT FLT CTRL WITHIN 2 HRS OF PLH FOR REDISPATCH,0,0,0,0,false,false,false,false,false,true,1300,-1300,292190,false,null,18007KT 9000 NSC 26/21 Q1006 NOSIG,false
2022-04-20,2022-04-20,UPS0076,Wednesday,SDF,DXB,B747-8F,N623UP,122,122,829,829,827,800,795,25,24,20,700,8,5,12,220700Z,9900,35,334700,335000,334300,294500,283700,37000,50600,OMDW,None,33,11400,148,158000,155000,116300,909400,871600,0,0,0,DISPATCHED UNDER OPSPEC B044 PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY ADDTL FUEL - ATC SPEED & FL CHANGES PLANNED @ FL290 FOR NAT CROSSING AS THIS IS THE ONLY LEVEL AVAILABLE FOR PLANNING BELOW FL350 DURING THIS TIME PERIOD. YOU MAY REQUEST A HIGHER ATLTITUDE IN THE REMARKS OF YOUR OCEANIC CLEARANCE REQUEST. HIGHER ALTITUDE MAY BE PROVIDED IF TRAFFIC ALLOWS.,0,0,0,0,false,false,false,false,false,false,1300,-1300,284438,false,null,06006KT 020V090 CAVOK 25/22 Q1008 NOSIG,false
2022-01-01,2022-01-01,UPS0076,Saturday,SDF,DXB,B747-8F,N627UP,138,138,809,806,805,777,778,24,24,21,1700,5,5,6,230500Z,10600,46,261400,261300,259600,222500,224500,35600,35100,OOMS,None,37,12000,217,149000,22000,18000,703400,700100,0,0,0,25 MIN ADDL FUEL FOR WX OVER DEST RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH.,0,2960,13,0,false,false,false,false,false,false,1200,-1200,221540,false,null,10007G17KT 060V170 CAVOK 20/17 Q1014 NOSIG,false
2022-01-13,2022-01-13,UPS0076,Thursday,SDF,DXB,B747-8F,N618UP,125,125,809,821,822,792,790,24,24,21,1100,5,5,11,230900Z,8600,30,340500,375400,374300,297200,300700,40000,73600,OOMS,None,40,14900,238,159000,159000,138400,919500,934600,0,0,0,10 MINS ADDTL FUEL FOR ATC DELAYS RAIM CHECK OKAY PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF YNN FOR REDISPATCH.,0,8600,30,0,false,false,false,false,false,false,1300,-1300,291844,false,null,12004KT 080V150 4500 HZ NSC 19/16 Q1015 NOSIG,false
2022-01-25,2022-01-25,UPS0076,Tuesday,SDF,DXB,B747-8F,N609UP,143,143,809,813,821,784,783,24,24,21,1100,5,5,17,233700Z,10900,38,341400,341800,340700,293300,280700,44800,60000,OOMS,None,37,13800,217,154000,165000,132800,925700,895100,0,0,900,ADDTL FUEL FOR ATC / ENROUTE WX EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WAYPOINT BCN FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1300,-1300,284928,true,null,10003KT 6000 NSC 18/14 Q1016 NOSIG,false
2022-03-15,2022-03-15,UPS0076,Tuesday,SDF,DXB,B747-8F,N625UP,117,117,809,796,804,767,766,24,24,25,2000,5,5,13,224800Z,8700,30,330100,330100,328100,290000,278200,36800,49900,OMDW,None,33,11600,148,159000,175000,159000,925000,910100,0,0,0,09 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (TRL) FOR REDISPATCH,0,0,0,0,false,false,false,false,false,false,1200,-1200,286160,false,null,09003KT 060V120 CAVOK 26/16 Q1008 NOSIG,false
2022-03-17,2022-03-17,UPS0076,Thursday,SDF,DXB,B747-8F,N625UP,128,128,809,814,812,785,783,24,24,17,200,5,5,12,224200Z,8600,30,329100,329300,329100,285900,275800,39900,53300,OMDW,None,27,9900,122,154000,165000,142800,914000,892700,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO DVR WITH ZFW; EST FUEL AND ETA FOR RECLEAR,0,0,0,0,false,false,false,false,false,true,1300,-1300,280128,false,null,28009KT 9999 SCT025 21/14 Q1014 NOSIG,false
2022-03-24,2022-03-24,UPS0076,Thursday,SDF,DXB,B747-400F,N577UP,98,98,800,829,837,800,801,10,24,19,0,10,5,17,225700Z,3700,14,342700,342800,342800,309400,294400,29300,48400,OMDW,None,23,8300,101,128000,135000,113800,825600,812400,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (ALG) FOR REDISPATCH. RAIM CHECK: OK OPS LIMITING MEL: MEL 27-62-1 AERODATA PENALTY APPLIED CAT DOWNGRADE: CAT II,0,0,0,0,false,false,false,false,false,false,1600,-1500,303040,false,null,11011KT CAVOK 27/07 Q1007 NOSIG,false
2022-05-03,2022-05-03,UPS0076,Tuesday,SDF,DXB,B747-8F,N621UP,137,137,829,843,845,814,819,25,24,20,1000,8,5,6,222800Z,8700,30,365200,365400,364400,318700,308500,43200,55900,OMDW,None,33,11600,148,164000,180000,167600,964800,953900,0,0,1400,25 MIN ADDTL FUEL FOR ATC / ENROUTE WX EXTRA FUEL FOR TAXI DELAYS PLANNED FOR KSDF 17R FULL LENGTH FOR DEPARTURE BELOW TRACKS AT FL290 FOR CROSSING RAIM CHECK OK CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WAYPOINT NTS FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1300,-1300,315476,true,null,22007KT 8000 NSC 26/18 Q1005 NOSIG,false
2022-04-07,2022-04-07,UPS0076,Thursday,SDF,DXB,B747-8F,N618UP,122,122,829,812,821,783,781,25,24,27,2400,8,5,13,222300Z,10000,35,335600,336000,333600,294900,273700,37400,59900,OMDW,None,33,11500,148,157000,165000,129600,920500,886600,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY ADDTL FUEL - ATC SPEED & FL CHANGES,0,0,0,0,false,false,false,false,false,false,1300,-1300,285696,false,null,12002KT CAVOK 28/12 Q1011 NOSIG,false
2022-04-14,2022-04-14,UPS0076,Thursday,SDF,DXB,B747-8F,N621UP,117,117,829,833,822,804,799,25,24,20,1500,8,5,3,223700Z,8500,30,346400,346300,344800,307000,294500,36000,50300,OMDW,None,33,11500,148,157000,165000,144800,931000,911800,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY ADDTL FUEL - ATC SPEED & FL CHANGES,0,0,0,0,false,false,false,false,false,false,1300,-1300,301748,false,null,13005KT 080V170 CAVOK 30/15 Q1004 NOSIG,false
2022-04-08,2022-04-08,UPS0076,Friday,SDF,DXB,B747-8F,N609UP,127,127,829,817,829,788,790,25,24,24,1200,8,5,15,224000Z,11300,40,331100,331300,330100,289500,283100,38300,47000,OMDW,None,33,11400,148,151000,155000,138200,905400,889500,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY NAT CROSSING PLANNED @ FL290. YOU CAN MAKE FL330 BUT WE CAN'T PLAN IT AT THAT FLIGHT LEVEL. HOWEVER; YOU CAN REQUEST IT IN YOUR OCEANIC CLEARANCE AND MAY GET IT BASED ON TRAFFIC. ADDTL FUEL - ATC SPEED & FL CHANGES AS WELL AS TURB AVOIDANCE,0,0,0,0,false,false,false,false,false,false,1300,-1300,285132,false,null,19003KT CAVOK 28/07 Q1008 NOSIG,false
2022-04-28,2022-04-28,UPS0076,Thursday,SDF,DXB,B747-8F,N628UP,126,126,829,852,839,823,811,25,24,18,800,8,5,10,221800Z,3400,12,366800,366700,365900,321900,304000,41600,61900,OOMS,None,41,15400,238,153000,160000,128900,946400,916300,0,0,0,. CAT DOWNGRADE: CAT I . RAIM CHECK: OK . PLZ CTC FLT CTRL WITHIN 2HRS OF WYPT -BAKUR- FOR REDISPATCH ARTR TO OMDB . 10 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO TRAFFIC .,0,0,0,0,false,false,false,false,false,false,1200,-1200,314436,false,null,10003KT CAVOK 30/16 Q1008 NOSIG,false
2021-12-29,2021-12-29,UPS0076,Wednesday,SDF,DXB,B747-8F,N609UP,98,98,809,793,787,764,758,24,24,22,1600,5,5,7,230500Z,8200,29,314200,314300,312700,281300,270500,29500,42200,OMSJ,None,13,4800,40,161000,168000,136900,902100,872100,0,0,0,- 10MIN ADDTL FOR ENROUTE WX/TURBULENCE - RAIM CHECK OKAY - CTC FLT CTRL PRIOR TO CDC FOR REDISPATCH ARTR TO OMDB -,0,0,0,0,false,false,false,false,false,false,1200,-1200,273836,true,null,VRB02KT CAVOK 23/14 Q1016 NOSIG,false
2021-12-25,2021-12-25,UPS0076,Saturday,SDF,DXB,B747-400F,N582UP,102,102,800,801,806,772,778,10,24,12,1000,10,5,16,225100Z,8400,35,288600,287800,286800,257600,255100,26900,31700,OMSJ,None,12,4500,40,131000,90000,78400,727900,721600,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH. ADDTL 16 MINS ATC DELAYS RAIM CHECK: OK,0,1212,6,0,false,false,false,false,false,false,1600,-1600,253888,false,null,19003KT 170V230 CAVOK 22/16 Q1015 NOSIG,false
2022-02-25,2022-02-25,UPS0076,Friday,SDF,DXB,B747-8F,N624UP,179,179,809,788,799,759,758,24,24,24,1700,5,5,17,224800Z,23400,80,357100,356800,355100,296700,284300,57100,70800,OOMS,None,40,15200,238,149000,185000,151700,962000,929700,0,0,1100,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF LATAN FOR REDISPATCH. RAIM CHECK: OK 60 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO UAE ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,true,false,true,false,false,false,1300,-1300,288042,false,null,14004KT 090V160 CAVOK 21/17 Q1013 NOSIG,false
2022-02-26,2022-02-26,UPS0076,Saturday,SDF,DXB,B747-8F,N605UP,195,195,809,793,782,764,756,24,24,13,700,5,5,13,225400Z,22700,80,349600,349400,348700,286800,267900,59500,80800,OOMS,None,40,14800,238,137000,140000,113300,909200,883400,0,0,1100,16 MINS ADDTL FUEL FOR POSSIBLE TURB OVER LIRR 60 MINS ADDTL FUEL FOR DELAYS DUE TO ATC IN UAE PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF STG FOR REDISPATCH EXTRA FUEL FOR EXPECTED TAXI DELAYS RAIM CHECK OKAY,0,0,0,0,false,false,true,false,false,false,1200,-1200,280392,false,null,14004KT CAVOK 23/07 Q1012 NOSIG,false
2022-03-18,2022-03-18,UPS0076,Friday,SDF,DXB,B747-400F,N576UP,127,127,800,837,834,808,813,10,24,9,1200,10,5,12,231700Z,8100,30,353500,353600,352400,311600,309900,37900,42500,OMDW,None,26,9500,122,132000,145000,129300,847100,838800,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI. RAIM CHECK OK M49-11-1-1 AUXILIARY POWER UNIT (APU) PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO KONAN WITH ZFW; EST FUEL AND ETA FOR RECLEAR,0,3324,13,0,false,false,false,false,false,true,1600,-1600,306576,false,null,29010KT 230V320 9999 SCT025 21/14 Q1013 NOSIG,false
2022-03-16,2022-03-16,UPS0076,Wednesday,SDF,DXB,B747-8F,N606UP,130,130,809,806,809,777,775,24,24,19,700,5,5,15,224100Z,7200,25,332200,332600,331900,287000,280500,41900,51400,OOMS,None,42,15800,238,160000,170000,146200,922500,899800,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK PLEASE CONTACT FLT CNTRL 2 HOURS PRIOR TO PEVAL WITH ZFW; EST FUEL AND ETA FOR RECLEAR,0,0,0,0,false,false,false,false,false,true,1300,-1300,280812,false,null,30015KT 250V340 8000 BKN011 25/21 Q1009 NOSIG,false
2022-03-25,2022-03-25,UPS0076,Friday,SDF,DXB,B747-400F,N580UP,99,99,800,815,805,786,787,10,24,8,0,10,5,10,224100Z,2700,10,339600,338900,338900,305300,302200,30200,38500,OMFJ,None,23,8800,109,134000,150000,120900,839800,821200,0,0,0,RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (LERGA) FOR REDISPATCH. OPS LIMITING MEL: 32-42-4-1-2-1,0,2700,10,0,false,false,false,false,false,false,1500,-1500,296570,false,null,28007KT 260V330 CAVOK 27/18 Q1009 NOSIG,false
2022-03-30,2022-03-30,UPS0076,Wednesday,SDF,DXB,B747-8F,N623UP,128,128,829,831,835,802,796,25,24,19,1000,8,5,20,221300Z,3700,13,350200,350600,349600,305500,287600,41300,62000,OBBI,None,53,19000,297,160000,165000,135000,934800,908500,0,0,0,RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (ALG) FOR REDISPATCH,0,0,0,0,false,false,false,false,false,false,1300,-1200,298300,false,null,34004KT 320V020 CAVOK 24/21 Q1012 NOSIG,false
2022-04-15,2022-04-15,UPS0076,Friday,SDF,DXB,B747-8F,N625UP,122,122,829,835,828,806,800,25,24,21,1100,8,5,7,221300Z,9900,35,344600,344800,343700,303900,296000,37400,47700,OMDW,None,33,11500,148,152000,160000,147500,924500,913400,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY DUE TO NAT PLANNING RULES WE CAN ONLY PLAN YOU @ FL290. WHEN REQUESTING YOUR OCEANIC CLEARANCE; YOU MAY ADVISE ATC YOU ARE CAPABLE OF A HIGHER ALTITUDE AND ATC MAY PROVIDE IT DEPENDING ON TRAFFIC. ADDTL FUEL - ATC SPEED & FL CHANGES,0,0,0,0,false,false,false,false,false,false,1300,-1300,300650,false,null,VRB02KT CAVOK 31/16 Q1004 NOSIG,false
2022-05-05,2022-05-05,UPS0076,Thursday,SDF,DXB,B747-8F,N615UP,131,131,829,812,813,783,778,25,24,23,1400,8,5,12,220800Z,8800,31,341400,341100,339700,297900,276500,40200,63200,OMDW,None,32,11200,148,152000,155000,109300,916000,871200,0,0,1100,20 MIN ADDTL FUEL FOR ATC / ENROUTE WX EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK PLANNED FOR FL290 FOR OCEANIC CROSSING CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WPT OTROT FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1200,-1200,286932,true,null,11006KT CAVOK 28/22 Q1004 NOSIG,false
2022-05-06,2022-05-06,UPS0076,Friday,SDF,DXB,B747-8F,N612UP,136,136,829,814,807,785,776,25,24,26,2200,8,5,5,220200Z,9400,33,344800,344700,342500,299700,278800,41800,63700,OMDW,None,32,11300,148,154000,155000,106600,919800,799000,0,0,1100,25 MIN ADDTL FUEL FOR ATC / ENROUTE WX EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK CDL 21-52-1 / 0.2% FUEL INCLUDED IN F/P CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WAYPOINT CNA FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1200,-1200,288084,true,null,14009KT 8000 NSC 32/11 Q1004 NOSIG,false
2021-11-19,2021-11-19,UPS0076,Friday,SDF,DXB,B747-8F,N622UP,118,118,809,808,815,779,776,24,24,26,2200,5,5,13,231600Z,4300,15,331600,330900,328700,291100,278000,37100,50700,OMDW,None,32,11400,148,168000,180000,146500,931100,898600,0,0,0,11 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF NATEB FOR REDISPATCH RAIM CHECK OK,0,0,0,0,false,false,false,false,false,false,1300,-1300,282390,false,null,12005KT CAVOK 24/15 Q1010 NOSIG,false
2022-02-01,2022-02-01,UPS0076,Tuesday,SDF,DXB,B747-8F,N617UP,175,175,809,823,813,794,781,24,24,19,500,5,5,13,230500Z,17200,60,359800,359800,359300,301500,297100,54900,62200,OOMS,None,39,14700,238,154000,165000,151500,944500,932600,0,0,1400,30 MIN ADDTL FUEL FOR ATC / CONTINGENCY IN UAE AIRSPACE EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WAYPOINT NEKAP FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1300,-1300,297990,false,null,21004KT 150V240 8000 NSC 19/14 Q1015 NOSIG,false
2022-03-05,2022-03-06,UPS0076,Saturday,SDF,DXB,B747-400F,N575UP,111,111,800,810,809,781,782,10,24,16,300,10,5,11,010900Z,12000,45,335900,319900,319600,299900,283000,32000,36600,OMSJ,None,12,4700,40,135000,150000,125200,835000,796200,0,0,0,- 15MIN ADDL FUEL FOR ATC PLS CTC FLT CTL W/IN 2 HRS OF WYPT ORTAP FOR REDISP RAIM CHECK OK -,0,0,0,0,false,false,false,false,false,false,1600,-1600,291964,false,null,09003KT 040V190 CAVOK 23/13 Q1012 NOSIG,false
2021-12-01,2021-12-01,UPS0076,Wednesday,SDF,DXB,B747-8F,N612UP,119,119,809,819,819,790,787,24,24,20,800,5,5,12,230700Z,7100,25,338900,339000,338200,298700,288600,36900,49600,OMDW,None,32,11300,148,162000,162000,156800,921000,916700,0,0,0,PLEASE CONTACT FLIGHT CONTROL 2 HRS PRIOR TO TIDKA FOR REDISPATCH. 12 MINS ADDTL FUEL FOR WX OVER WESTERN EUROPE. RAIM CHECK OKAY.,0,0,0,0,false,false,false,false,false,false,1200,-1200,297452,false,null,07004KT 040V100 CAVOK 24/16 Q1014 NOSIG,false
2021-12-14,2021-12-14,UPS0076,Tuesday,SDF,DXB,B747-8F,N609UP,110,110,809,817,808,788,780,24,24,24,1700,5,5,4,231200Z,4300,15,328200,328700,327000,291100,286400,33800,40600,OMDW,None,27,9700,122,155000,165000,164600,913100,913100,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF RESMI FOR REDISPATCH. RAIM CHECK: OK,0,0,0,0,false,false,false,false,false,false,1300,-1300,290996,false,null,09003KT 040V130 CAVOK 20/11 Q1018 NOSIG,false
2021-12-18,2021-12-19,UPS0076,Saturday,SDF,DXB,B747-400F,N580UP,92,92,800,851,837,822,815,10,24,18,0,10,5,4,001900Z,6600,25,337500,337200,337200,307000,306400,26600,31800,OMSJ,None,12,4600,40,129000,145000,127500,832700,821400,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH RAIM CHECK OK 5 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,5350,21,0,false,false,false,false,false,false,1700,-1700,301050,false,null,10003KT 050V140 CAVOK 21/15 Q1018 NOSIG,false
2021-12-16,2021-12-17,UPS0076,Thursday,SDF,DXB,B747-8F,N615UP,112,112,809,835,858,806,806,24,24,36,3100,5,5,16,001000Z,6300,22,332700,332800,329700,294400,284500,35000,45200,OMDW,None,32,11300,148,161000,165000,134900,917300,888300,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF GORAV FOR REDISPATCH RAIM CHECK OK 5 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC,0,0,0,0,false,false,false,false,false,false,1300,-1300,286574,false,null,11003KT 080V150 CAVOK 21/14 Q1019 NOSIG,false
2022-03-03,2022-03-03,UPS0076,Thursday,SDF,DXB,B747-8F,N617UP,150,150,809,787,789,758,753,24,24,26,1100,5,5,10,224200Z,8600,30,331100,330900,329800,280200,268000,47500,61800,OBBI,None,55,19600,297,149000,165000,143800,915900,895600,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO OSPOK WITH ZFW; EST FUEL AND ETA FOR RECLEAR.,0,0,0,0,false,false,false,false,false,true,1300,-1200,275112,false,null,10003KT 050V140 7000 NSC 21/18 Q1014 NOSIG,false
2022-06-25,2022-06-25,UPS0076,Saturday,SDF,DXB,B747-8F,N606UP,103,103,829,841,838,812,809,25,24,17,700,8,5,12,225600Z,8800,31,360300,360100,359400,325200,300600,31800,58800,OMSJ,None,13,4900,40,152000,160000,117700,940600,899300,0,0,0,. RAIM CHECK: OK . 15 MINS ADDTL FUEL FOR ARRIVAL DELAYS INTO OMDB . PLZ CTC FLT CTRL WITHIN 2HRS OF WYPT -PIKEL- FOR REDISPATCH ARTR TO OMDB .,0,0,0,0,false,false,false,false,false,false,1200,-1200,315048,false,null,20004KT 170V230 8000 NSC 33/25 Q0995 NOSIG,false
2022-07-01,2022-07-01,UPS0076,Friday,SDF,DXB,B747-8F,N607UP,130,130,829,845,857,816,815,25,24,31,2800,8,5,11,224600Z,11200,39,366200,365500,362700,322400,307200,40400,55500,OMDW,None,32,11500,148,151000,165000,140500,951900,927800,0,0,800,10 MINS ADDTL FUEL FOR ATC 10 MINS ADDTL FUEL ENROUTE WX IN EUROPE EXTRA FUEL - TAXI PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF EBOKA FOR RECLEAR RAIM CHECK OKAY FL290 PLANNED FOR NAT CROSSING,0,0,0,0,false,false,false,false,false,true,1300,-1300,316030,true,null,09008KT CAVOK 35/27 Q0993 NOSIG,false
2022-06-29,2022-06-29,UPS0076,Wednesday,SDF,DXB,B747-400F,N570UP,99,99,833,840,846,811,816,25,24,13,800,12,5,17,223700Z,10000,38,356600,356700,355900,323900,323300,28700,32600,OMSJ,None,12,4700,40,123000,135000,131500,840200,838000,0,0,800,10 MINS ADDTL FUEL FOR ATC EXTRA FUEL - TAXI PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF HGD FOR RECLEAR RAIM CHECK OKAY FL290 PLANNED FOR NAT CROSSING | YOU WILL BE CROSSING UNDER THE ACTIVE WESTBOUND TRACKS | A HIGHER ALTITUDE IS UNLIKELY TO BE AVAILABLE,0,520,2,0,false,false,false,false,false,true,1600,-1600,322780,false,null,20004KT 160V220 CAVOK 34/24 Q0993 NOSIG,false
2022-02-05,2022-02-05,UPS0076,Saturday,SDF,DXB,B747-8F,N621UP,179,179,809,766,763,737,735,24,24,13,500,5,5,15,225400Z,22800,80,328900,328200,327700,270200,264300,55300,63400,OOMS,None,39,14700,238,136000,165000,149400,913400,898400,0,0,1500,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF KFN FOR REDISPATCH. 60 MINS ADDTL FUEL FOR ATC REROUTES EXTRA FUEL FOR TAXI RAIM CHECK: OK,0,0,0,0,true,false,false,false,false,false,1300,-1200,266456,false,null,29012KT 270V330 9000 SCT020 22/17 Q1011 NOSIG,false
2022-02-23,2022-02-23,UPS0076,Wednesday,SDF,DXB,B747-400F,N583UP,174,174,800,784,785,755,761,10,24,10,800,10,5,14,224000Z,22400,81,358900,358300,357500,302100,291200,52800,66300,OOMS,None,39,14800,238,126000,149000,116700,857800,833400,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF DILMO FOR REDISPATCH. RAIM CHECK: OK DISPATCHER REMARKS: PLANNED RWY 35L/B; DRY; PACKS OFF; T: 3C WND: 32006KT QHN: 30.26 60 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO UAE ATC,0,0,0,0,false,false,false,false,false,false,1600,-1600,291764,false,null,VRB02KT 7000 SCT015 21/17 Q1016 NOSIG,false
2022-02-19,2022-02-19,UPS0076,Saturday,SDF,DXB,B747-8F,N605UP,158,158,809,786,774,757,745,24,24,19,900,5,5,10,224000Z,17400,60,337000,337100,336200,283200,267600,50400,68600,OOMS,None,41,15400,238,137000,165000,139600,921600,897500,0,0,0,- 60MIN ADDL FUEL FOR ATC PLS CTC FLT CTL W/IN 2 HRS OF WYPT MOKTO FOR REDISP RAIM CHECK OK -,0,0,0,0,false,false,false,false,false,false,1300,-1300,276596,false,null,08004KT 040V110 CAVOK 21/09 Q1013 NOSIG,false
2022-04-13,2022-04-13,UPS0076,Wednesday,SDF,DXB,B747-8F,N627UP,130,130,829,839,846,810,803,25,24,34,2300,8,5,9,223300Z,11100,39,345100,349100,346800,302100,286800,39600,60000,OMDW,None,32,11400,148,160000,170000,142300,925100,912300,0,0,700,20 MINS ADDL FUEL FOR WX OVER SPAIN XTRA FUEL FOR EXPECTED TAXI PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF ORTAP FOR REDISPATCH.,0,0,0,0,false,false,false,false,false,true,1300,-1300,294898,false,null,18003KT 130V260 CAVOK 30/12 Q1004 NOSIG,false
2022-03-09,2022-03-09,UPS0076,Wednesday,SDF,DXB,B747-8F,N610UP,123,123,809,790,777,761,745,24,24,24,2100,5,5,8,224200Z,7600,25,349700,350100,348000,306300,284200,40100,63800,OMDW,None,33,12200,148,164000,185000,147400,954600,919100,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK M27-51-2 INCREASED TAKEOFF FUEL BY 2.7%. PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO OSPOK WITH ZFW; EST FUEL AND ETA FOR RECLEAR.,0,0,0,0,false,false,false,false,false,true,1300,-1300,296524,false,null,14003KT 060V210 CAVOK 26/17 Q1010 NOSIG,false
