Flight date,Arrival date,Flight number,Day of week,Origin,Destination,Aircraft fleet type,Tail number,PAF,Adjusted PAF,Block time scheduled,Block time planned,Block time actual,Enroute time planned,Enroute time actual,Taxi out time scheduled,Taxi out time planned,Taxi out time actual,Taxi out actual (lbs),Taxi in time scheduled,Taxi in time planned,Taxi in time actual,Arrival time planned,Additional fuel (lbs),Additional fuel (mins),Total fuel planned,Total fuel actual,Take off fuel,Enroute fuel planned,Enroute fuel actual,Arrival fuel planned,Arrival fuel actual,Alternate planned,checAlternate actual,Alternate fuel (min),Alternate fuel (lbs),Alternate distance,Payload weight forecast,Payload weight planned,Payload weight actual,Takeoff weight planned,Takeoff weight actual,Contingency fuel (lbs),Contingency fuel (min),Extra fuel (lbs),Dispatcher remarks,Contingency fuel %,Additional Fuel Actual (lbs),Additional Fuel Actual (min),Extra fuel actual (lbs),Extra fuel reason taxi,Extra fuel reason previous fuel on board,Extra fuel reason delays,Extra fuel reason tankering,Extra fuel reason operational needs,Extra fuel other reason,Fuel impact of adding 5000,Fuel impact of reducing 5000,Payload expected en-route fuel,Enroute Weather Indicator,Turnover Notes,Metar Value,Low Visibility Indicator
2022-02-02,2022-02-02,UPS0076,Wednesday,SDF,DXB,B747-8F,N631UP,159,159,809,818,819,789,782,24,24,22,1700,5,5,15,230600Z,16800,60,339500,339300,337600,287400,273500,48700,64100,OOMS,None,39,14400,238,160000,155000,128500,914500,898000,0,0,0,- 60MIN ADDL FOR ATC PLS CTC FLT CTL W/IN 2 HRS OF WYPT IPKAM FOR REDISP RAIM CHECK OK -,0,0,0,0,false,false,false,false,false,false,1300,-1300,280510,false,null,06003KT 350V100 CAVOK 18/12 Q1018 NOSIG,false
2022-01-19,2022-01-19,UPS0076,Wednesday,SDF,DXB,B747-8F,N617UP,109,109,809,838,849,809,810,24,24,25,2000,5,5,14,234200Z,11300,40,336100,336200,334200,299200,287700,33600,46500,OMSJ,None,13,4800,40,161000,160000,140600,915900,897900,0,0,800,- 10MIN ADDL FOR ATC EXTRA FOR TAXI / REDISPATCH PLS CTC FLT CTL W/IN 2 HRS OF WYPT TRL FOR REDISP RAIM CHECK OK -,0,0,0,0,false,false,false,false,false,true,1300,-1300,294156,false,null,25004KT 140V300 CAVOK 22/17 Q1015 NOSIG,false
2021-10-23,2021-10-23,UPS0076,Saturday,SDF,DXB,B747-8F,N618UP,126,126,815,826,836,797,797,24,24,27,1400,5,5,12,224100Z,8600,30,332900,338100,336700,290800,286200,38700,50500,OMDW,None,27,9800,122,156000,165000,146200,917800,905400,0,0,700,ADDL FUEL FOR ATC; EXTRA TAXI X CAT 1 PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO BCN WITH ZFW; EST FUEL AND ETA FOR RECLEAR,0,664,3,0,false,false,false,false,true,false,1400,-1400,285536,false,null,22004KT CAVOK 29/22 Q1011 NOSIG,false
2021-10-26,2021-10-26,UPS0076,Tuesday,SDF,DXB,B747-8F,N627UP,135,135,815,836,842,807,801,24,24,26,1900,5,5,15,224100Z,10500,37,345600,345300,343400,300900,290100,41400,53300,OMDW,None,33,11400,148,158000,165000,145900,930600,912300,0,0,800,25 MIN ADDTL FUEL FOR ATC / ENROUTE WX EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WAYPOINT ALG FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1300,-1300,295934,true,null,16003KT 130V190 CAVOK 29/17 Q1012 NOSIG,false
2021-12-24,2021-12-24,UPS0076,Friday,SDF,DXB,B747-400SF,N579UP,116,116,800,796,784,767,769,10,24,10,600,10,5,5,230900Z,8300,30,341000,340700,340100,301500,295400,35600,44700,OMDW,None,30,11400,148,131000,145000,123600,844200,826400,0,0,0,OPS LIMITING MEL: 27-81-1 PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH. ADDTL 10 MINS ATC DELAYS RAIM CHECK: OK,0,1176,5,0,false,false,false,false,false,false,1700,-1700,294224,false,null,15004KT CAVOK 21/16 Q1014 NOSIG,false
2021-11-17,2021-11-17,UPS0076,Wednesday,SDF,DXB,B747-8F,N622UP,118,118,809,820,815,791,782,24,24,27,2300,5,5,6,230800Z,3700,13,329500,329300,327000,289800,287000,36400,40000,OMDW,None,33,11300,148,167000,160000,151700,909000,901800,0,0,0,10 MINS ADDTL FUEL FOR ENRTE WX PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF SOSIM FOR REDISPATCH.,0,0,0,0,false,false,false,false,false,false,1400,-1400,287476,true,null,09004KT 060V160 CAVOK 25/17 Q1013 NOSIG,false
2021-11-18,2021-11-18,UPS0076,Thursday,SDF,DXB,B747-8F,N616UP,118,118,809,817,800,788,780,24,24,17,1600,5,5,3,233000Z,4300,15,331800,331500,329900,291800,283900,36600,46000,OMDW,None,33,11500,148,159000,170000,165600,921600,918100,0,0,0,10 MIN ADDTL FUEL FOR ATC PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF VAXIT FOR REDISPATCH RAIM CHECK OK,0,0,0,0,false,false,false,false,false,false,1300,-1300,290656,false,null,08004KT 050V120 CAVOK 24/16 Q1012 NOSIG,false
2022-01-05,2022-01-05,UPS0076,Wednesday,SDF,DXB,B747-400F,N574UP,105,105,800,825,822,796,798,10,24,11,1100,10,5,13,231300Z,8000,30,333600,334100,333000,299300,290700,30400,42300,OMSJ,None,12,4600,40,126000,145000,113700,826900,788400,0,0,0,OPS LIMITING CDL:52-49-4 19 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF OLKIS FOR REDISPATCH,0,790,3,0,false,false,false,false,false,false,1500,-1500,289910,false,null,29015KT 250V330 9999 FEW040 21/10 Q1014 NOSIG,false
2022-01-28,2022-01-28,UPS0076,Friday,SDF,DXB,B747-8F,N617UP,132,132,809,801,808,772,767,24,24,27,2600,5,5,14,225900Z,11300,40,322300,323600,321000,278600,263400,40300,57600,OMDW,None,33,11500,148,152000,160000,118400,902100,862700,0,0,900,- 10MIN ADDL FUEL FOR ATC EXTRA FUEL FOR DEICE PLS CTC FLT CTL W/IN 2 HRS OF WYPT LATAN FOR REDISP RAIM CHECK OK -,0,0,0,0,false,false,false,false,false,true,1300,-1300,267784,false,null,23003KT CAVOK 20/15 Q1017 NOSIG,false
2022-01-12,2022-01-12,UPS0076,Wednesday,SDF,DXB,B747-400F,N582UP,97,97,800,821,817,792,790,10,24,17,300,10,5,10,235300Z,8300,30,347900,348500,348200,314600,301800,29300,46400,OMSJ,None,12,4800,40,126000,165000,135800,862200,840800,0,0,0,- 10MIN ADDTL FUEL FOR ENROUTE WX/TURBULENCE - RAIM CHECK OKAY - CTC FLT CTRL PRIOR TO YNN FOR REDISPATCH ARTR TO DXB -,0,0,0,0,false,false,false,false,false,false,1600,-1600,305256,true,null,19003KT 7000 NSC 18/13 Q1017 NOSIG,false
2022-01-14,2022-01-14,UPS0076,Friday,SDF,DXB,B747-8F,N626UP,96,96,809,840,824,811,792,24,24,26,1800,5,5,6,233400Z,7000,25,327100,326900,325100,294900,285200,28900,39900,OMSJ,None,13,4800,40,155000,160000,147000,907100,895300,0,0,800,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF YNN FOR REDISPATCH RAIM CHECK OK 5 MINS ADDTL FUEL FOR ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,true,false,true,false,false,false,1300,-1300,291520,false,null,14004KT 8000 NSC 20/15 Q1014 NOSIG,false
2022-01-15,2022-01-15,UPS0076,Saturday,SDF,DXB,B747-400F,N582UP,105,105,800,805,808,776,787,10,24,12,1000,10,5,9,232800Z,10200,38,334200,334300,333300,299500,296400,30700,36900,OMSJ,None,12,4700,40,129000,150000,127300,833500,821400,0,0,1100,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF DILMO FOR REDISPATCH. OPS LIMITING MEL: 22-10-1-1 CAT DOWNGRADE: CAT III DEGRADED RAIM CHECK: OK 15 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,3710,14,0,true,false,true,false,false,false,1500,-1500,292690,false,null,10006KT 040V140 CAVOK 22/16 Q1012 NOSIG,false
2022-04-05,2022-04-05,UPS0076,Tuesday,SDF,DXB,B747-8F,N609UP,118,118,829,831,829,802,798,25,24,17,800,8,5,14,225600Z,8700,30,338900,339600,338800,298600,296800,36900,42000,OMDW,None,33,11700,148,162000,185000,169100,943200,928900,0,0,0,10 MIN ADDTL FUEL FOR ENRTE WX RAIM CHECK OKAY,0,2970,11,0,false,false,false,false,false,false,1500,-1500,293830,true,null,VRB02KT CAVOK 26/19 Q1011 NOSIG,false
2021-08-03,2021-08-03,UPS0076,Tuesday,SDF,DXB,B747-8F,N622UP,129,129,815,812,817,783,774,24,24,21,1400,5,5,22,221700Z,9700,35,329600,328800,327400,287000,282000,39300,45400,OMDW,None,33,11200,148,141000,150000,143900,899100,893900,0,0,1300,OPS LIMITING MEL: 22-10-1A CAT DOWNGRADE: CAT I 17 MINS ADDTL FUEL FOR ATC EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK PLEASE CONTACT FLIGHT CONTROL BETWEEN 60 AND 120 MINUTES PRIOR TO WAYPOINT -BELIX- FOR REDISPATCH TO OMDB,0,0,0,0,false,false,false,false,false,true,1300,-1300,285414,false,null,32003KT 290V360 CAVOK 35/26 Q0999 NOSIG,false
2021-08-31,2021-08-31,UPS0076,Tuesday,SDF,DXB,B747-400F,N570UP,101,101,823,846,831,817,810,25,24,16,900,12,5,5,233300Z,4300,16,355500,355800,354900,321000,313000,30500,41900,OMSJ,None,12,4700,40,113000,130000,117500,834000,823800,0,0,1100,- PLZ CTC FLT CTRL WITHIN 2HRS OF WYPT -CNA- FOR REDISPATCH ARTR TO OMDB - ADDTL FUEL FOR ATC/WX EXTRA FUEL FOR TAXI - RAIM CHECK OKAY -,0,0,0,0,true,false,false,false,false,false,1600,-1600,317000,false,null,12007KT 060V150 CAVOK 32/24 Q1004 NOSIG,false
2021-09-22,2021-09-22,UPS0076,Wednesday,SDF,DXB,B747-8F,N609UP,141,141,815,836,812,807,792,24,24,16,0,5,5,4,223900Z,8500,30,379400,380500,380500,330900,315400,45200,65600,OOMS,None,41,15400,238,150000,160000,160300,959200,961600,0,0,2800,EXTRA FUEL FOR REDISPATCH (B044) BUFFER PLEASE CONTACT FLIGHT CONTROL WITIN 2 HOURS OF <GRT> FOR REDISPATCH ARTR RAIM CHECK OKAY,0,0,0,0,false,false,false,false,false,true,2400,-1200,331044,false,null,18004KT CAVOK 31/23 Q1001 NOSIG,false
2021-09-23,2021-09-23,UPS0076,Thursday,SDF,DXB,B747-8F,N626UP,152,152,815,844,847,815,808,24,24,24,1700,5,5,15,225700Z,12900,45,371800,371600,369900,320300,306800,48200,63100,OOMS,None,41,15600,238,144000,172000,159000,963800,951900,0,0,1800,ADDTL FUEL FOR ATC EXTRA FUEL FOR REDISPATCH (B044) BUFFER PLEASE CONTACT FLIGHT CONTROL WITHIN 2 HOURS OF <GRT> FOR REDISPATCH ARTR TO OMDB RAIM CHECK OKAY,0,0,0,0,false,false,false,false,false,true,1400,-1400,316660,false,null,10005KT 060V140 CAVOK 32/24 Q1003 NOSIG,false
2021-11-11,2021-11-11,UPS0076,Thursday,SDF,DXB,B747-8F,N609UP,129,129,809,837,827,808,795,24,24,25,1700,5,5,7,232100Z,11400,40,351900,351900,350200,309600,298600,39000,51600,OMSJ,None,13,4800,40,159000,168000,137700,939800,910100,0,0,800,35 MIN ADDTL FUEL FOR ATC / ENROUTE WX EXTRA FUEL FOR TAXI DELAYS RAIM CHECK OK CONTACT FLIGHT CONTROL 2 HOURS PRIOR TO WAYPOINT LIZAD FOR RE-DISPATCH,0,0,0,0,false,false,false,false,false,true,1300,-1300,301722,true,null,11007KT 070V130 CAVOK 26/09 Q1014 NOSIG,false
2021-11-13,2021-11-13,UPS0076,Saturday,SDF,DXB,B747-8F,N621UP,108,108,809,839,834,810,801,24,24,21,1200,5,5,12,235400Z,0,0,342000,341800,340600,304600,288400,34100,52200,OMDW,None,27,9700,122,158000,158000,133800,919600,897200,0,0,1900,- RAIM CHECK OKAY - PLZ CTC FLT CTRL WITHIN 2HRS OF WYPT -LIFFY- FOR REDISPATCH ARTR TO OMDB - EXTRA FUEL FOR DEP DELAYS -,0,0,0,0,false,false,true,false,false,false,1200,-1200,298792,false,null,16003KT 070V210 9999 FEW035 25/19 Q1014 WS ALL RWY NOSIG,false
2021-12-15,2021-12-15,UPS0076,Wednesday,SDF,DXB,B747-8F,N623UP,108,108,809,835,844,806,804,24,24,22,1900,5,5,18,234000Z,5800,20,345600,349700,347800,308700,295900,33600,51900,OMDW,None,33,11600,148,160000,180000,148200,945300,918600,0,0,0,RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (BELIX) FOR REDISPATCH,0,0,0,0,false,false,false,false,false,false,1300,-1200,301068,false,null,16002KT CAVOK 21/13 Q1018 NOSIG,false
2021-12-04,2021-12-04,UPS0076,Saturday,SDF,DXB,B747-400F,N570UP,110,110,800,796,779,767,761,10,24,12,0,10,5,6,224300Z,8100,30,338400,338800,338800,302100,303200,32300,39400,OMSJ,None,12,4700,40,129000,145000,117500,831900,813400,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (BLV) FOR REDISPATCH 13 MIN ADDTL FUEL FOR ATC 10 MIN ADDTL FUEL FOR WX OVER FRANCE RAIM CHECK OK,0,8100,30,0,false,false,false,false,false,false,1500,-1500,293850,false,null,16003KT 9999 FEW045 21/13 Q1017 NOSIG,false
2021-12-22,2021-12-22,UPS0076,Wednesday,SDF,DXB,B747-8F,N625UP,97,97,809,804,800,775,771,24,24,18,1500,5,5,11,233500Z,5100,18,317800,317000,315500,284500,275300,30000,40200,OMDW,None,27,9800,122,160000,165000,168100,902700,906300,0,0,0,10 MIN ADDTL FUEL FOR ENRTE WX RAIM CHECK OKAY,0,0,0,0,false,false,false,false,false,false,1200,-1200,285244,true,null,19004KT 140V230 CAVOK 20/15 Q1014 NOSIG,false
2022-01-22,2022-01-22,UPS0076,Saturday,SDF,DXB,B747-400F,N573UP,115,115,800,807,816,778,786,10,24,19,1700,10,5,11,235300Z,9600,36,344700,344600,342900,306700,300200,33900,42700,OMDW,None,22,8300,101,130000,140000,140200,833800,834700,0,0,700,15 MINS ADDL FOR WX NEAR MEDITERRANEAN SEA XTRA FOR EXPECTED TAXI DELAY RAIM CHECK: OK 0.9% PERISHABLE BURN PNLTY APPLIED OPS LIMITING MEL: 32-42-4-1-2-1 PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH.,0,0,0,0,false,false,false,false,true,false,1300,-1300,306752,false,null,21004KT 120V240 9999 FEW040 16/10 Q1017 NOSIG,false
2022-03-04,2022-03-04,UPS0076,Friday,SDF,DXB,B747-8F,N606UP,132,132,809,793,794,764,763,24,24,20,1200,5,5,11,222700Z,10000,35,325400,325700,324500,281500,269900,40600,54600,OMDW,None,33,11500,148,148000,165000,137400,910700,885200,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO OSPOK WITH ZFW; EST FUEL AND ETA FOR RECLEAR,0,0,0,0,false,false,false,false,false,true,1300,-1300,274324,false,null,09003KT CAVOK 23/10 Q1013 NOSIG,false
2022-04-06,2022-04-06,UPS0076,Wednesday,SDF,DXB,B747-8F,N608UP,136,123,829,821,827,792,783,25,24,26,2000,8,5,18,221500Z,0,0,349500,353100,351100,304100,291700,42100,59400,OMSJ,None,13,4900,40,159000,165000,147900,935100,923000,0,0,4200,EXTRA FUEL - FUEL ON BOARD,0,0,0,0,false,true,false,false,false,true,1300,-1300,299654,false,null,09004KT 060V120 CAVOK 28/16 Q1011 NOSIG,false
2021-12-08,2021-12-08,UPS0076,Wednesday,SDF,DXB,B747-8F,N610UP,118,118,809,780,762,751,739,24,24,16,1100,5,5,7,224600Z,8500,30,317900,317600,316500,278200,264000,36300,52500,OMDW,None,33,11400,148,161000,160000,142100,897700,880800,0,0,0,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (BELIX) FOR REDISPATCH,0,0,0,0,false,false,false,false,false,false,1200,-1200,273904,false,null,07004KT 040V110 CAVOK 20/09 Q1018 NOSIG,false
2022-01-18,2022-01-18,UPS0076,Tuesday,SDF,DXB,B747-8F,N608UP,92,92,809,828,799,799,787,24,24,0,0,5,5,12,235300Z,7300,26,322700,320900,320900,291100,278900,28300,42000,OMSJ,None,13,4800,40,157000,155000,136100,898300,879600,0,0,0,RAIM CHECK OK 5MINS ADDL FUEL FOR DELAYS DUE TO TRAFFIC PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF -TRL- FOR REDISPATCH TO OMDB,0,0,0,0,false,false,false,false,false,false,1300,-1300,286186,false,null,03004KT 340V100 CAVOK 23/19 Q1016 NOSIG,false
2021-12-28,2021-12-28,UPS0076,Tuesday,SDF,DXB,B747-8F,N618UP,101,101,809,803,795,774,764,24,24,24,1400,5,5,7,224300Z,7100,25,323500,324100,322700,289100,272200,31100,50500,OMSJ,None,13,4900,40,159000,170000,137900,913500,886000,0,0,1000,RAIM CHECK OK 10MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC EXTRA FUEL FOR EXPECTED TAXI DELAYS PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF -PNZ- FOR REDISPATCH TO OMDB,0,0,0,0,false,false,false,false,false,true,1300,-1200,281396,false,null,17003KT CAVOK 20/14 Q1016 NOSIG,false
2021-12-31,2021-12-31,UPS0076,Friday,SDF,DXB,B747-8F,N621UP,145,145,809,819,817,790,787,24,24,24,700,5,5,6,231700Z,14300,50,354600,354500,353800,305700,293000,45600,60800,OOMS,None,37,14000,217,157000,150000,139800,924200,915300,0,0,800,30 MINS ADDL FUEL FOR WX OVER DEST XTRA FUEL FOR EXPECTED TAXI DELAY RAIM CHECK: OK 1.8% PERISHABLE BURN PNLTY APPLIED PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH.,0,0,0,0,false,false,true,false,false,false,1200,-1200,303252,false,null,11006KT 9999 TS SCT045 FEW060CB 21/16 Q1016 NOSIG,false
2021-12-30,2021-12-30,UPS0076,Thursday,SDF,DXB,B747-8F,N614UP,134,134,809,815,806,786,779,24,24,22,3100,5,5,5,231500Z,11600,40,355300,355300,352200,308900,281100,43000,71100,OOMS,None,37,14000,217,160000,165000,111500,940200,893000,0,0,700,20 MINS ADDL FOR WX AT DEST XTRA FUEL FOR EXPECTED TAXI DELAY RAIM CHECK: OK 1.8% BURN PNLTY FOR PERISHABLES APPLIED PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH.,0,0,0,0,false,false,true,false,true,false,1200,-1200,296060,false,null,14003KT 100V170 CAVOK 21/16 Q1015 NOSIG,false
2022-01-04,2022-01-04,UPS0076,Tuesday,SDF,DXB,B747-8F,N610UP,93,93,809,803,808,774,765,24,24,30,2400,5,5,13,232700Z,6000,21,321400,321800,319400,289100,264200,29000,55200,OMSJ,None,13,4900,40,158000,175000,116700,916300,859100,0,0,0,MELS: 49-11-1 APU 5MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC RAIM CHECK OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF -DIVKU- FOR REDISPATCH TO OMDB,0,0,0,0,false,false,false,false,false,false,1200,-1200,275108,false,null,30011KT 260V340 9999 SCT045 22/09 Q1015 NOSIG,false
2022-02-18,2022-02-18,UPS0076,Friday,SDF,DXB,B747-8F,N614UP,179,179,809,773,771,744,743,24,24,16,1600,5,5,12,225300Z,22900,80,338100,337400,335800,279100,269800,55600,66000,OOMS,None,40,14800,238,147000,165000,148700,923000,907500,0,0,1000,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF LATAN FOR REDISPATCH. RAIM CHECK: OK 60 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO UAE ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,true,false,true,false,false,false,1300,-1300,274862,false,null,17003KT CAVOK 18/13 Q1013 NOSIG,false
2022-02-16,2022-02-16,UPS0076,Wednesday,SDF,DXB,B747-8F,N628UP,178,178,809,789,809,760,763,24,24,33,2600,5,5,13,230600Z,23100,80,350900,350800,348200,291800,282900,55800,65300,OOMS,None,39,14600,238,160000,175000,153400,945500,925000,0,0,1000,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF ORTOS FOR REDISPATCH. RAIM CHECK: OK 60 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO UAE ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,true,false,true,false,false,false,1200,-1200,286616,false,null,21005KT CAVOK 19/10 Q1011 NOSIG,false
2022-02-15,2022-02-15,UPS0076,Tuesday,SDF,DXB,B747-400F,N583UP,175,175,800,782,781,753,749,10,24,18,0,10,5,14,224200Z,21100,76,356800,356600,356600,299500,294400,53400,62800,OOMS,None,38,14400,238,115000,150000,126200,856700,840800,0,0,0,PLEASE CONTACT FLIGHT CONTROL 2 HRS PRIOR TO RATAP FOR REDISPATCH 60 MINS ADDTL FUEL FOR POTENTIAL ATC REROUTES 2 MINS ADDTL FOR DELAYS DUE TO TRAFFIC RAIM CHECK OK,0,2516,10,0,false,false,false,false,false,false,1600,-1600,291884,false,null,35004KT 320V040 CAVOK 22/17 Q1013 NOSIG,false
2022-01-29,2022-01-29,UPS0076,Saturday,SDF,DXB,B747-8F,N609UP,192,192,809,790,778,761,754,24,24,12,800,5,5,12,232000Z,25700,91,342500,341800,341000,280600,266100,58600,74900,OOMS,None,40,14600,238,141000,155000,113000,916800,876600,0,0,700,60 MINS ADDL FOR SAUDI ARABIA ATC/15 MINS FOR WX OVER SOUTH EURO XTRA FUEL FOR EXPECT TAXI DELAY RAIM CHECK: OK PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BOSNA FOR REDISPATCH. PLEASE CONTACT DX FOR SAUDI ARABIA ATC BRIEF,0,0,0,0,false,false,false,false,false,true,1300,-1300,269680,false,null,12003KT 080V150 CAVOK 19/14 Q1017 NOSIG,false
2022-03-01,2022-03-01,UPS0076,Tuesday,SDF,DXB,B747-8F,N605UP,102,102,809,808,814,779,775,24,24,27,2000,5,5,12,230300Z,7200,25,322900,322400,320400,288500,277800,31100,42600,OMSJ,None,13,4900,40,154000,165000,150300,907400,893500,0,0,0,MEL 25-61-1-1: LIMITED TO 4 CREWMEMBERS DUE TO NUMBER OF EMERGENCY ESCAPE DEVICES CDL 23-61-1 PLEASE CONTACT FLIGHT CONTROL 2 HRS PRIOR TO OSPOK FOR REDISPATCH 14 MINS ADDTL FUEL FOR ATC AND ENRT WX RAIM CHECK OK,0,0,0,0,false,false,false,false,false,false,1200,-1200,284972,true,null,24005KT CAVOK 19/15 Q1016 NOSIG,false
2022-03-02,2022-03-02,UPS0076,Wednesday,SDF,DXB,B747-8F,N624UP,145,145,809,791,796,762,756,24,24,26,2000,5,5,14,225800Z,7300,25,335500,335500,333500,285600,276700,46500,56800,OBBI,None,55,19800,297,162000,175000,160300,930400,917300,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO OSPOK WITH ZFW; EST FUEL AND ETA FOR RECLEAR.,0,0,0,0,false,false,false,false,false,true,1300,-1300,281778,false,null,17005KT 8000 NSC 19/16 Q1015 NOSIG,false
2022-02-22,2022-02-22,UPS0076,Tuesday,SDF,DXB,B747-8F,N624UP,181,181,809,783,778,754,749,24,24,19,1700,5,5,10,223500Z,22300,80,331000,338900,337200,273000,270800,54700,66400,OOMS,None,40,14600,238,153000,160000,150700,891000,910000,0,0,0,MEL 33-44-1-2 PLEASE CONTACT FLIGHT CONTROL 2 HRS PRIOR TO ANC FOR REDISPATCH 60 MINS ADDTL FUEL FOR POTENTIAL ATC REROUTES 6 MINS ADDTL FUEL FOR ENRT WX RAIM CHECK OK,0,32,1,0,false,false,false,false,false,false,1200,-1200,270768,true,null,15004KT 090V190 8000 SCT025 19/14 Q1014 NOSIG,false
2022-02-24,2022-02-24,UPS0076,Thursday,SDF,DXB,B747-8F,N631UP,179,179,809,783,778,754,749,24,24,14,500,5,5,15,225600Z,23000,80,349300,349400,348900,289800,275900,56200,73000,OOMS,None,40,15100,238,151000,180000,144000,949200,914300,0,0,1100,PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF BELIX FOR REDISPATCH. RAIM CHECK: OK 60 MINS ADDTL FUEL FOR ARRIVAL DELAYS DUE TO UAE ATC EXTRA FUEL FOR EXPECTED TAXI DELAYS,0,0,0,0,true,false,true,false,false,false,1200,-1200,281160,false,null,18003KT 120V200 8000 NSC 20/16 Q1015 NOSIG,false
2022-03-19,2022-03-19,UPS0076,Saturday,SDF,DXB,B747-8F,N629UP,113,113,809,822,842,793,789,24,24,27,2000,5,5,26,232900Z,7000,25,334600,334800,332800,296400,280000,34900,52800,OMDW,None,27,9700,122,134000,155000,136900,909400,892600,0,0,0,10 MINS ADDTL FUEL FOR DELAYS DUE TO TRAFFIC PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF (KONUT) FOR REDISPATCH,0,0,0,0,false,false,false,false,false,false,1200,-1200,292056,false,null,20006KT CAVOK 19/14 Q1011 NOSIG,false
2022-03-11,2022-03-11,UPS0076,Friday,SDF,DXB,B747-8F,N630UP,128,128,809,774,762,745,732,24,24,23,1100,5,5,7,221300Z,8500,30,312300,312400,311300,270000,257700,39000,53600,OMDW,None,33,11400,148,148000,165000,149900,897000,883400,0,0,600,ADDL FUEL FOR ATC; EXTRA TAXI RAIM CHECK OK PLZ CONTACT FLT CNTRL 2 HOURS PRIOR TO OSPOK WITH ZFW; EST FUEL AND ETA FOR RECLEAR,0,0,0,0,false,false,false,false,false,true,1200,-1200,266376,false,null,12007KT 050V130 CAVOK 28/13 Q1010 NOSIG,false
2022-04-23,2022-04-23,UPS0076,Saturday,SDF,DXB,B747-8F,N626UP,117,117,829,844,838,815,810,25,24,21,1500,8,5,7,224500Z,8400,30,346000,346300,344800,307200,292600,35500,52200,OMDW,None,33,11300,148,152000,152000,127400,918000,894700,0,0,0,DISPATCHED UNDER OPSPEC B044 PLEASE CONTACT FLT CTL WITHIN 2 HOURS OF REDISP WPT RAIM CHECK OKAY ADDTL FUEL - ATC SPEED & FL ADJUSTMENTS NAT CROSSING PLANNED @ FL290. FL310 & FL330 ARE UNAVAILABLE FOR PLANNING DURING THE ACTIVE WESTBOUND TRACKS. YOU MAY REQUEST A HIGHER ALTITUDE WHEN GETTING YOUR CLEARANCE. APPROVAL IS BASED ON TRAFFIC. YOUR ROUTE OF FLIGHT REMAINS WITHIN 90MINS OF AN ADEQUATE AIRPORT. ETPS ARE NOT REQUIRED.,0,0,0,0,false,false,false,false,false,false,1300,-1300,300804,false,null,23003KT CAVOK 28/20 Q1007 NOSIG,false
